,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26
374,31692.745000000003,31717.190000000002,31822.5,31781.4,31776.28
375,31694.302499999998,31717.190000000002,31821.87,31781.4,31744.66
376,31693.2275,31717.190000000002,31813.055,31781.4,31728.61
377,31691.285,31717.190000000002,31819.295,31781.4,31745.25
378,31692.065000000002,31717.190000000002,31819.864999999998,31781.4,31751.34
379,31692.805,31717.190000000002,31822.364999999998,31782.85,31743.35
380,31692.7725,31717.190000000002,31822.364999999998,31790.864999999998,31755.56
381,31692.7725,31717.190000000002,31822.364999999998,31793.725,31764.17
382,31692.7725,31717.190000000002,31822.364999999998,31794.635000000002,31771.56
383,31692.7725,31717.190000000002,31822.364999999998,31794.635000000002,31769.02
384,31692.7725,31717.190000000002,31823.085,31794.635000000002,31781.92
385,31690.1875,31717.190000000002,31830.0,31794.635000000002,31776.73
386,31690.1875,31717.190000000002,31821.57,31798.415,31780.73
387,31714.3175,31717.190000000002,31819.97,31833.440000000002,31785.49
388,31727.0475,31721.245000000003,31808.34,31835.9,31784.2
389,31749.53,31739.72,31796.214999999997,31835.754999999997,31781.9
390,31782.485,31771.245000000003,31794.055,31832.995,31809.36
391,31782.940000000002,31771.245000000003,31792.964999999997,31813.004999999997,31804.51
392,31782.940000000002,31771.245000000003,31782.36,31805.72,31803.25
393,31782.940000000002,31771.245000000003,31780.84,31805.72,31781.9
394,31784.787500000002,31771.245000000003,31777.465,31805.72,31785.28
395,31788.02,31771.245000000003,31780.715,31805.72,31787.08
396,31807.2775,31771.245000000003,31780.715,31805.72,31789.62
397,31808.65,31771.245000000003,31781.275,31805.72,31770.86
398,31811.7,31771.245000000003,31781.275,31805.72,31755.07
399,31811.4,31771.245000000003,31781.275,31805.72,31742.86
400,31801.95,31771.245000000003,31781.275,31805.72,31772.31
401,31801.635000000002,31771.245000000003,31774.38,31798.825,31767.67
402,31797.2275,31771.245000000003,31747.0,31771.445,31779.99
403,31800.3475,31771.245000000003,31747.0,31771.445,31760.27
404,31800.6325,31771.245000000003,31747.0,31771.445,31767.49
405,31802.6075,31771.245000000003,31747.0,31759.815000000002,31779.7
406,31806.614999999998,31771.245000000003,31747.0,31751.405,31793.22
407,31808.045,31771.245000000003,31741.41,31751.405,31804.92
408,31808.5,31771.245000000003,31733.86,31751.405,31797.95
409,31808.5,31771.245000000003,31731.705,31748.085,31793.54
410,31808.86,31771.245000000003,31733.855,31747.0,31810.21
411,31812.3175,31771.245000000003,31758.755,31747.0,31813.55
412,31809.9925,31771.245000000003,31762.495000000003,31747.0,31800.02
413,31826.705,31771.245000000003,31762.495000000003,31747.0,31781.79
414,31822.120000000003,31771.245000000003,31764.915,31747.0,31800.01
415,31815.984999999997,31771.245000000003,31772.195,31747.0,31787.92
416,31813.525,31771.245000000003,31789.625,31750.225,31792.01
417,31802.984999999997,31771.245000000003,31789.625,31750.225,31778.01
418,31794.04,31771.245000000003,31791.375,31750.225,31770.0
419,31793.28,31771.245000000003,31795.235,31750.225,31777.16
420,31791.5925,31774.940000000002,31797.14,31750.225,31790.31
421,31793.2175,31777.625,31797.385000000002,31750.225,31785.59
422,31793.2175,31781.114999999998,31797.82,31750.225,31794.07
423,31793.4975,31781.4,31794.120000000003,31750.225,31783.63
424,31793.4975,31781.4,31781.47,31750.225,31781.4
425,31793.4975,31781.4,31776.11,31750.225,31793.0
426,31793.4975,31781.4,31775.97,31750.225,31808.78
427,31786.6025,31781.4,31773.67,31750.225,31829.99
428,31759.2225,31781.4,31770.93,31770.89,31832.24
429,31759.2225,31781.4,31770.93,31774.63,31819.36
430,31759.2225,31781.4,31770.93,31774.63,31822.73
431,31753.4075,31782.85,31770.045,31777.050000000003,31820.08
432,31749.2025,31790.864999999998,31771.545,31780.21,31809.22
433,31746.4075,31790.945,31775.934999999998,31780.21,31802.53
434,31742.6325,31790.945,31776.43,31780.21,31796.95
435,31739.895,31790.945,31776.43,31780.21,31783.51
436,31740.427499999998,31790.945,31793.059999999998,31784.489999999998,31761.27
437,31752.877500000002,31790.945,31793.059999999998,31784.489999999998,31750.61
438,31754.7475,31790.945,31793.635000000002,31785.065000000002,31699.99
439,31754.7475,31790.945,31796.260000000002,31785.065000000002,31695.65
440,31755.9575,31790.945,31803.075,31785.065000000002,31702.83
441,31759.5975,31790.945,31803.715,31785.065000000002,31703.08
442,31769.925,31790.345,31803.715,31785.065000000002,31701.26
443,31769.925,31771.445,31802.625,31785.065000000002,31686.09
444,31770.8,31771.445,31798.635000000002,31785.065000000002,31637.91
445,31772.73,31771.445,31798.635000000002,31785.065000000002,31644.97
446,31773.6825,31771.445,31798.635000000002,31785.065000000002,31660.66
447,31773.805,31771.445,31785.010000000002,31785.065000000002,31614.37
448,31774.0225,31771.445,31785.010000000002,31785.065000000002,31615.9
449,31772.1725,31771.445,31785.004999999997,31785.065000000002,31599.99
450,31765.8475,31771.445,31785.0,31785.065000000002,31617.53
451,31763.1675,31771.445,31785.0,31785.065000000002,31621.1
452,31763.0975,31771.445,31791.0,31785.065000000002,31639.96
