date,open,high,low,close,volume,QAV,trades,TBAV,TQAV
2021-06-15 04:30:00+04:30,0.32769,0.33069,0.31642,0.32028,1015598512.1,328973312.222017,451937.0,490308158.1,158846868.796423
2021-06-16 04:30:00+04:30,0.32025,0.32146,0.30505,0.30775,888434880.9,278178346.025103,427203.0,450531930.0,141098552.020157
2021-06-17 04:30:00+04:30,0.30774,0.31413,0.3026,0.30619,680701230.2,209708643.760903,638720.0,328212068.7,101121625.7317
2021-06-18 04:30:00+04:30,0.30619,0.30766,0.28,0.29328,1314700190.7,387111436.640776,610268.0,619542802.6,182420795.518066
2021-06-19 04:30:00+04:30,0.29321,0.29791,0.28558,0.28567,624846001.4,182075119.813571,299882.0,320562749.3,93418349.283541
2021-06-20 04:30:00+04:30,0.28563,0.28988,0.2551,0.28054,1528605029.5,417251181.030502,599650.0,741606904.0,202389422.667011
2021-06-21 04:30:00+04:30,0.28054,0.28138,0.1649,0.17873,7023706752.6,1512324576.062972,2208676.0,3379011533.6,729736072.611747
2021-06-22 04:30:00+04:30,0.17873,0.2174,0.16322,0.19072,7520083611.8,1415591893.187838,2191025.0,3788871415.0,714011418.081056
2021-06-23 04:30:00+04:30,0.19075,0.2485,0.18046,0.23468,5839514040.0,1294917735.360637,1747926.0,3038795237.4,673844245.414662
2021-06-24 04:30:00+04:30,0.23475,0.26953,0.222,0.26377,3579998951.2,867149608.017858,1121990.0,1819385955.7,441507772.330344
2021-06-25 04:30:00+04:30,0.26374,0.28959,0.22886,0.23745,5942192455.5,1530052695.03206,2011394.0,2944159779.8,758942513.812751
2021-06-26 04:30:00+04:30,0.23748,0.2554,0.23057,0.24583,2653188955.6,638512739.709672,832962.0,1355019116.9,326177865.060252
2021-06-27 04:30:00+04:30,0.24583,0.26753,0.24002,0.2645,1968559379.6,488208471.524009,648905.0,987649518.9,245041870.748638
2021-06-28 04:30:00+04:30,0.26462,0.26735,0.2505,0.25707,1734504424.8,445938066.672712,582036.0,843310216.3,216868709.247989
2021-06-29 04:30:00+04:30,0.25709,0.27573,0.25248,0.26349,1927372368.1,508993341.640565,708135.0,966933954.5,255403066.072789
2021-06-30 04:30:00+04:30,0.26349,0.26391,0.23778,0.25391,1610075649.0,404216370.608146,580217.0,793668658.0,199285783.631777
2021-07-01 04:30:00+04:30,0.2539,0.2614,0.23817,0.24381,2253058516.9,563323804.093321,882860.0,1133304155.3,283493182.667174
2021-07-02 04:30:00+04:30,0.2438,0.24916,0.23839,0.24505,1081847381.6,262656840.602636,384814.0,551777056.8,133969721.975418
2021-07-03 04:30:00+04:30,0.24498,0.25039,0.242,0.24636,759251070.1,187380352.28658,282977.0,380363694.1,93866043.020961
2021-07-04 04:30:00+04:30,0.24634,0.253,0.24324,0.24643,823044174.7,204457205.01117,300227.0,413351190.3,102668071.588411
2021-07-05 04:30:00+04:30,0.24636,0.249,0.22547,0.2311,1181584860.3,279530327.169704,405908.0,584987984.5,138487619.628119
2021-07-06 04:30:00+04:30,0.23117,0.2423,0.22931,0.23417,981368400.5,230653732.357931,354214.0,499172810.6,117319296.853501
2021-07-07 04:30:00+04:30,0.23418,0.23862,0.22084,0.22386,952129896.6,220956362.021876,324605.0,456519196.6,106008723.177443
2021-07-08 04:30:00+04:30,0.22386,0.22481,0.20148,0.2069,1487061330.1,317654933.33246,468220.0,718638184.7,153470607.67133
2021-07-09 04:30:00+04:30,0.20708,0.22986,0.19521,0.21963,2291127903.5,494599179.108639,738815.0,1162457141.8,251120954.403301
2021-07-10 04:30:00+04:30,0.21966,0.22812,0.2097,0.21375,919482894.5,199891824.799821,318346.0,454145273.8,98807845.070813
2021-07-11 04:30:00+04:30,0.21376,0.21917,0.21061,0.21597,551263176.4,118250421.311816,192606.0,276831096.1,59388612.266167
2021-07-12 04:30:00+04:30,0.21597,0.219,0.20394,0.20775,805441341.2,170528117.522791,266418.0,369957575.2,78300258.008255
2021-07-13 04:30:00+04:30,0.20776,0.20893,0.19749,0.19997,916221269.9,185691879.132141,283012.0,453476686.7,91987148.561227
2021-07-14 04:30:00+04:30,0.19995,0.20479,0.18725,0.19761,1247947078.4,244169787.718541,400372.0,631446778.6,123598347.982234
2021-07-15 04:30:00+04:30,0.19759,0.20089,0.18051,0.18534,966797093.3,183033118.154018,334500.0,483802086.8,91638907.965332
2021-07-16 04:30:00+04:30,0.18534,0.18833,0.17118,0.17202,1185633674.2,213123708.47093,359394.0,577723256.7,103896218.770072
2021-07-17 04:30:00+04:30,0.17203,0.2053,0.16884,0.18734,2572720766.9,476953686.134632,826391.0,1292864756.0,239905438.006404
