"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 17, 2021","0.226726","0.237565","0.247012","0.214796","6.81B","-3.90%"
"Apr 16, 2021","0.235920","0.176420","0.235920","0.169714","6.19B","34.10%"
"Apr 15, 2021","0.175931","0.168781","0.186831","0.168781","3.13B","4.67%"
"Apr 14, 2021","0.168086","0.153929","0.169822","0.153929","4.66B","9.71%"
"Apr 13, 2021","0.153212","0.129417","0.153212","0.129417","2.79B","19.09%"
"Apr 12, 2021","0.128654","0.139652","0.139652","0.128324","1.85B","-7.72%"
"Apr 11, 2021","0.139412","0.141845","0.143376","0.130762","2.17B","-2.00%"
"Apr 10, 2021","0.142260","0.125854","0.143651","0.124962","3.63B","12.88%"
"Apr 09, 2021","0.126027","0.116895","0.131940","0.116383","2.77B","7.95%"
"Apr 08, 2021","0.116748","0.105961","0.117599","0.105961","1.40B","10.27%"
"Apr 07, 2021","0.105871","0.111899","0.120575","0.103096","3.18B","-5.38%"
"Apr 06, 2021","0.111891","0.102509","0.112310","0.102071","2.64B","9.33%"
"Apr 05, 2021","0.102343","0.092663","0.106082","0.091197","2.66B","10.67%"
"Apr 04, 2021","0.092473","0.087280","0.092473","0.087280","875.78M","5.78%"
"Apr 03, 2021","0.087420","0.094142","0.095698","0.087420","1.44B","-7.05%"
"Apr 02, 2021","0.094046","0.088376","0.094181","0.086723","1.50B","6.92%"
"Apr 01, 2021","0.087962","0.087818","0.091050","0.087257","1.17B","0.32%"
"Mar 31, 2021","0.087683","0.089387","0.089387","0.083118","1.44B","-1.88%"
"Mar 30, 2021","0.089360","0.092151","0.092151","0.088555","1.14B","-2.86%"
"Mar 29, 2021","0.091995","0.090741","0.092999","0.089394","1.08B","1.39%"
"Mar 28, 2021","0.090733","0.088569","0.092275","0.088423","1.18B","2.48%"
"Mar 27, 2021","0.088533","0.090404","0.094488","0.088533","1.90B","-1.48%"
"Mar 26, 2021","0.089864","0.080663","0.089864","0.080663","1.64B","11.18%"
"Mar 25, 2021","0.080827","0.084486","0.084486","0.078270","2.81B","-4.91%"
"Mar 24, 2021","0.084999","0.082909","0.093867","0.082909","3.21B","2.19%"
"Mar 23, 2021","0.083175","0.088503","0.089376","0.079917","2.70B","-5.82%"
"Mar 22, 2021","0.088319","0.093759","0.097677","0.088100","3.22B","-5.68%"
"Mar 21, 2021","0.093639","0.089474","0.093639","0.088731","2.66B","4.78%"
"Mar 20, 2021","0.089365","0.080820","0.093245","0.080820","2.90B","10.47%"
"Mar 19, 2021","0.080897","0.077493","0.085147","0.077493","1.68B","4.36%"
"Mar 18, 2021","0.077514","0.076754","0.081363","0.076754","1.87B","1.08%"
"Mar 17, 2021","0.076682","0.074671","0.076682","0.072072","1.84B","3.04%"
"Mar 16, 2021","0.074421","0.079001","0.079001","0.072289","3.19B","-5.47%"
"Mar 15, 2021","0.078731","0.066442","0.080679","0.066442","5.11B","19.42%"
"Mar 14, 2021","0.065929","0.067528","0.067647","0.065080","1.27B","-2.29%"
"Mar 13, 2021","0.067477","0.065433","0.068349","0.062995","1.69B","2.84%"
"Mar 12, 2021","0.065611","0.067237","0.070575","0.064796","2.78B","-2.35%"
"Mar 11, 2021","0.067189","0.061261","0.068206","0.059009","2.38B","9.46%"
"Mar 10, 2021","0.061383","0.064573","0.064573","0.061383","1.78B","-4.76%"
"Mar 09, 2021","0.064449","0.065359","0.065821","0.062891","2.52B","-1.37%"
"Mar 08, 2021","0.065342","0.056806","0.065342","0.055934","3.43B","15.47%"
"Mar 07, 2021","0.056590","0.053449","0.059366","0.053449","3.32B","6.16%"
"Mar 06, 2021","0.053306","0.052213","0.053695","0.051158","1.64B","2.52%"
"Mar 05, 2021","0.051995","0.050315","0.052869","0.046682","1.99B","3.54%"
"Mar 04, 2021","0.050217","0.052731","0.053070","0.048683","2.74B","-5.10%"
"Mar 03, 2021","0.052914","0.043700","0.053960","0.043700","2.56B","20.82%"
"Mar 02, 2021","0.043794","0.045727","0.045727","0.042249","1.32B","-4.28%"
"Mar 01, 2021","0.045750","0.039735","0.045750","0.039686","1.37B","15.38%"
"Feb 28, 2021","0.039651","0.040829","0.040926","0.037226","1.47B","-2.76%"
"Feb 27, 2021","0.040775","0.039952","0.042248","0.039952","1.59B","3.05%"
"Feb 26, 2021","0.039569","0.039321","0.041280","0.036499","2.35B","0.62%"
"Feb 25, 2021","0.039326","0.042805","0.044300","0.039326","1.79B","-8.08%"
"Feb 24, 2021","0.042781","0.042395","0.046300","0.041726","2.50B","1.52%"
"Feb 23, 2021","0.042139","0.050433","0.050433","0.038259","5.59B","-15.79%"
"Feb 22, 2021","0.050040","0.054951","0.054951","0.047326","3.76B","-8.73%"
"Feb 21, 2021","0.054824","0.053551","0.056192","0.053120","2.03B","2.46%"
"Feb 20, 2021","0.053510","0.053601","0.058397","0.053510","3.86B","-0.04%"
"Feb 19, 2021","0.053530","0.054482","0.055070","0.051979","2.42B","-1.61%"
"Feb 18, 2021","0.054408","0.051431","0.056197","0.051431","2.60B","6.29%"
"Feb 17, 2021","0.051189","0.049380","0.052270","0.047566","2.76B","3.62%"
"Feb 16, 2021","0.049400","0.051200","0.053164","0.049192","2.56B","-3.34%"
"Feb 15, 2021","0.051108","0.052987","0.054999","0.043795","4.56B","-2.45%"
"Feb 14, 2021","0.052392","0.054847","0.057333","0.049600","3.30B","-4.31%"
"Feb 13, 2021","0.054754","0.054938","0.059806","0.052818","6.07B","0.08%"
"Feb 12, 2021","0.054709","0.042645","0.054709","0.042645","8.66B","28.38%"
"Feb 11, 2021","0.042615","0.035813","0.042944","0.035147","4.07B","19.24%"
"Feb 10, 2021","0.035740","0.035580","0.037512","0.033650","3.52B","1.10%"
"Feb 09, 2021","0.035351","0.031381","0.036586","0.030916","4.13B","12.94%"
"Feb 08, 2021","0.031300","0.029149","0.031735","0.028846","2.55B","7.43%"
"Feb 07, 2021","0.029136","0.029969","0.030621","0.027900","1.96B","-2.60%"
"Feb 06, 2021","0.029913","0.032106","0.032106","0.028997","2.40B","-6.66%"
"Feb 05, 2021","0.032046","0.027925","0.032046","0.027925","2.31B","15.67%"
"Feb 04, 2021","0.027704","0.029218","0.029229","0.027704","1.80B","-5.06%"
"Feb 03, 2021","0.029179","0.028144","0.029763","0.028144","1.74B","3.90%"
"Feb 02, 2021","0.028084","0.029481","0.029481","0.027893","1.75B","-4.42%"
"Feb 01, 2021","0.029383","0.025375","0.029383","0.025061","3.16B","15.63%"
"Jan 31, 2021","0.025411","0.026808","0.027160","0.025101","1.68B","-5.38%"
"Jan 30, 2021","0.026857","0.027891","0.027891","0.026857","1.49B","-3.56%"
"Jan 29, 2021","0.027849","0.027370","0.029263","0.027370","2.69B","1.64%"
"Jan 28, 2021","0.027400","0.026318","0.028444","0.026318","1.55B","3.69%"
"Jan 27, 2021","0.026424","0.029397","0.029397","0.026424","1.88B","-10.29%"
"Jan 26, 2021","0.029456","0.029699","0.029802","0.028510","1.39B","-1.01%"
"Jan 25, 2021","0.029758","0.030684","0.031703","0.029758","1.78B","-2.82%"
"Jan 24, 2021","0.030623","0.030068","0.031698","0.030068","1.56B","1.92%"
"Jan 23, 2021","0.030046","0.031285","0.031615","0.029700","1.64B","-4.09%"
"Jan 22, 2021","0.031326","0.027873","0.032094","0.026473","3.14B","11.92%"
"Jan 21, 2021","0.027989","0.034422","0.034608","0.027882","4.73B","-19.17%"
"Jan 20, 2021","0.034628","0.028984","0.034628","0.028984","5.31B","18.91%"
"Jan 19, 2021","0.029122","0.030870","0.030870","0.029115","2.01B","-5.35%"
"Jan 18, 2021","0.030769","0.027286","0.030769","0.026630","2.65B","13.17%"
"Jan 17, 2021","0.027188","0.026842","0.027641","0.025504","2.01B","1.15%"
"Jan 16, 2021","0.026880","0.025341","0.028147","0.025341","2.65B","6.08%"
"Jan 15, 2021","0.025339","0.025750","0.026216","0.024521","2.46B","-1.73%"
"Jan 14, 2021","0.025786","0.026085","0.026295","0.025261","1.80B","-1.18%"
"Jan 13, 2021","0.026095","0.022969","0.026095","0.022818","2.01B","14.26%"
"Jan 12, 2021","0.022839","0.024276","0.025554","0.022387","2.89B","-6.10%"
"Jan 11, 2021","0.024323","0.027113","0.027113","0.019828","4.71B","-10.38%"
"Jan 10, 2021","0.027139","0.028991","0.029284","0.025082","3.05B","-5.97%"
"Jan 09, 2021","0.028861","0.027367","0.029120","0.026414","2.12B","5.87%"
"Jan 08, 2021","0.027262","0.028738","0.028738","0.026595","3.05B","-4.69%"
"Jan 07, 2021","0.028603","0.030885","0.031154","0.028603","3.07B","-7.14%"
"Jan 06, 2021","0.030801","0.027972","0.031012","0.027972","4.68B","10.40%"
"Jan 05, 2021","0.027900","0.024735","0.028202","0.023846","4.20B","13.24%"
"Jan 04, 2021","0.024637","0.026417","0.026481","0.022688","4.73B","-5.76%"
"Jan 03, 2021","0.026144","0.020011","0.026144","0.020011","6.15B","30.77%"
"Jan 02, 2021","0.019993","0.019053","0.020967","0.018918","2.23B","4.96%"
"Jan 01, 2021","0.019049","0.018768","0.019772","0.018646","1.65B","1.59%"
