date,open,high,low,close,volume
2017-08-30 08:30:00+04:30,373,393.71,372.92,378.14,452.43879
2017-08-30 12:30:00+04:30,378.16,384.33,362.05,375.9,1349.92146
2017-08-30 16:30:00+04:30,373.01,385.33,370.49,379.38,1027.5116
2017-08-30 20:30:00+04:30,379.38,389.8,378.72,383.38,678.10192
2017-08-31 00:30:00+04:30,385.34,387.29,380.74,385.93,594.32385
2017-08-31 04:30:00+04:30,384.64,384.64,377.78,383.51,676.3998
2017-08-31 08:30:00+04:30,383.66,385.94,379.21,383.14,482.67689
2017-08-31 12:30:00+04:30,381.89,387.42,378.85,387.42,788.3641
2017-08-31 16:30:00+04:30,385.82,389.36,383.48,383.76,905.28394
2017-08-31 20:30:00+04:30,384.38,387.39,383.13,384.45,878.88372
2017-09-01 00:30:00+04:30,385.1,388.25,383.19,384.79,704.2601
2017-09-01 04:30:00+04:30,386.44,394.39,384.79,390.86,752.09698
2017-09-01 08:30:00+04:30,392.65,394.27,383.18,388.4,754.44472
2017-09-01 12:30:00+04:30,389.48,393.08,387.46,389.64,865.19825
2017-09-01 16:30:00+04:30,389.56,391.2,385.88,387.01,827.84309
2017-09-01 20:30:00+04:30,387.91,393.4,386.05,388.08,797.61671
2017-09-02 00:30:00+04:30,389.62,394.02,388.08,388.46,201.48459
2017-09-02 04:30:00+04:30,388.58,394.32,373.66,378.52,916.21546
2017-09-02 08:30:00+04:30,378.51,379.6,347,363.7,1906.75794
2017-09-02 12:30:00+04:30,364.83,364.84,350.42,357,1296.25993
2017-09-02 16:30:00+04:30,358.25,360.28,327.09,341.72,1569.16565
2017-09-02 20:30:00+04:30,341.72,345.27,329.73,336.18,1353.98239
2017-09-03 00:30:00+04:30,338.08,343.15,320.08,343.14,1197.94587
2017-09-03 04:30:00+04:30,343.56,352.67,340.2,348.85,1014.47822
2017-09-03 08:30:00+04:30,348.85,367.28,348.84,357.81,697.53237
2017-09-03 12:30:00+04:30,357.82,363.45,334.75,336.54,1200.03896
2017-09-03 16:30:00+04:30,337.69,348.22,320.08,329.34,1590.16682
2017-09-03 20:30:00+04:30,329.35,347.73,328.3,343.03,451.76818
2017-09-04 00:30:00+04:30,343.61,347.68,337.35,341.77,299.63756
2017-09-04 04:30:00+04:30,339.29,344.55,328.27,329.62,348.0023
2017-09-04 08:30:00+04:30,329.62,339.26,270.38,275.01,1369.08087
2017-09-04 12:30:00+04:30,284.51,314.27,270,289.93,2246.11858
2017-09-04 16:30:00+04:30,286.35,298.18,267.94,269.54,1435.02347
2017-09-04 20:30:00+04:30,268.93,302.55,268.2,296.43,660.72272
2017-09-05 00:30:00+04:30,299.04,312.92,282.36,283.77,678.86267
2017-09-05 04:30:00+04:30,286.81,298.74,235.55,271.12,2602.05439
2017-09-05 08:30:00+04:30,269.61,297.25,268.11,296.52,1541.68659
2017-09-05 12:30:00+04:30,296.56,299.64,282.52,295.98,1497.65197
2017-09-05 16:30:00+04:30,295.79,304.99,289.1,291.66,1281.64552
2017-09-05 20:30:00+04:30,290.07,321.52,285.94,318.26,677.80125
2017-09-06 00:30:00+04:30,318.71,320.45,309.76,312.09,743.57952
2017-09-06 04:30:00+04:30,313.29,333.12,312.09,325.73,1625.39279
2017-09-06 08:30:00+04:30,325.55,328.06,314.76,318.53,886.19577
2017-09-06 12:30:00+04:30,320.31,335.02,319.02,335.02,1046.05074
2017-09-06 16:30:00+04:30,331.73,335.24,321.01,335,1719.35362
2017-09-07 00:30:00+04:30,335,336.34,335,335,209.31696
2017-09-07 04:30:00+04:30,335.01,335.01,320.35,326.59,695.13817
2017-09-07 08:30:00+04:30,326.59,330.45,321.31,323.57,257.51863
2017-09-07 12:30:00+04:30,323.57,332.53,320.17,329.94,470.73116
2017-09-07 16:30:00+04:30,329.94,338.38,327.79,337,963.8723
2017-09-07 20:30:00+04:30,337,342.5,328.81,333.52,522.99046
2017-09-08 00:30:00+04:30,334.77,338.35,329.15,334.49,193.64673
2017-09-08 04:30:00+04:30,334.49,335.1,326.79,330,380.72444
2017-09-08 08:30:00+04:30,329.35,331.68,324.72,329.57,297.62059
2017-09-08 12:30:00+04:30,329.57,333.76,329.57,331.53,288.20259
2017-09-08 16:30:00+04:30,330.1,331.57,272,294.05,2343.12862
2017-09-08 20:30:00+04:30,294.06,310.46,280.8,294.06,899.60081
2017-09-09 00:30:00+04:30,294.06,306.9,281.52,302.99,706.47988
2017-09-09 04:30:00+04:30,300.01,302,286.96,292.31,794.06721
2017-09-09 08:30:00+04:30,292.31,306.42,281.66,299.68,471.38503
2017-09-09 12:30:00+04:30,301,303,295,303,233.06016
2017-09-09 16:30:00+04:30,300.83,307,295.01,298.98,521.54298
2017-09-09 20:30:00+04:30,298.61,298.98,285.17,298.76,372.28872
2017-09-10 00:30:00+04:30,298.62,302.77,294.56,296.74,348.24412
2017-09-10 04:30:00+04:30,296.72,299,281.51,290.58,564.96572
2017-09-10 08:30:00+04:30,285.67,291,261.03,276.86,1045.20535
2017-09-10 12:30:00+04:30,276.86,287.05,265,280.22,1134.57261
2017-09-10 16:30:00+04:30,281.8,288,279.98,283.2,483.87901
2017-09-10 20:30:00+04:30,283.13,302.78,283,302.78,608.61377
2017-09-11 00:30:00+04:30,302.78,302.78,291.87,293.5,319.21453
2017-09-11 04:30:00+04:30,293.51,304.98,285.21,301.76,2013.88975
2017-09-11 08:30:00+04:30,301.73,304.89,286.82,293.96,1475.9681
2017-09-11 12:30:00+04:30,293.35,297.36,288.98,294.46,385.84526
2017-09-11 16:30:00+04:30,293.44,300.97,292.16,299.2,552.72849
2017-09-11 20:30:00+04:30,299.2,301.99,294.77,295.56,247.92173
2017-09-12 00:30:00+04:30,296.17,297.74,293.38,297.3,153.29314
2017-09-12 04:30:00+04:30,297.78,304.41,297.51,304.41,1075.62978
2017-09-12 08:30:00+04:30,303.01,316.46,302.62,314.15,1060.98838
2017-09-12 12:30:00+04:30,313.7,313.7,302.32,310.95,782.33129
2017-09-12 16:30:00+04:30,311.25,311.81,300,304.21,1403.04238
2017-09-12 20:30:00+04:30,304.06,305.22,286.01,295.07,698.70823
2017-09-13 00:30:00+04:30,293.82,297.66,291.42,293.96,155.61396
2017-09-13 04:30:00+04:30,293.93,294.5,275,275,1088.34772
2017-09-13 08:30:00+04:30,276.5,283.74,267,277.83,765.54219
2017-09-13 12:30:00+04:30,278.55,280.63,262,263.84,1453.0078
2017-09-13 16:30:00+04:30,263.26,274.21,257.05,266.93,1715.55432
2017-09-13 20:30:00+04:30,266.93,278.24,264.95,266.1,816.20735
2017-09-14 00:30:00+04:30,269.1,282.77,268.01,276.91,612.56898
2017-09-14 04:30:00+04:30,275.76,283.77,270,270,730.37941
2017-09-14 08:30:00+04:30,270,275,266.95,270.85,640.59746
2017-09-14 12:30:00+04:30,270.85,273,238.34,238.39,3489.3471
2017-09-14 16:30:00+04:30,238.43,253.01,229.77,243.48,3489.76076
2017-09-14 20:30:00+04:30,241.95,244.99,221.5,234.22,2018.08109
2017-09-15 00:30:00+04:30,234.22,240.49,215,215.21,2233.79094
2017-09-15 04:30:00+04:30,217,243.96,212.11,234,2143.814
2017-09-15 08:30:00+04:30,234.53,235,212.11,220,1948.03386
2017-09-15 12:30:00+04:30,218.93,225.91,192,199.28,2766.15251
2017-09-15 16:30:00+04:30,199.28,270.93,195.09,262.28,4298.87988
2017-09-15 20:30:00+04:30,257.03,267.69,235.03,259.01,1888.29606
2017-09-16 00:30:00+04:30,259.01,263.4,252.85,253,1178.71899
2017-09-16 04:30:00+04:30,255.99,269.99,250,259,1978.90843
2017-09-16 08:30:00+04:30,258.99,271.81,256,263.55,2328.28181
2017-09-16 12:30:00+04:30,263.55,268.72,235.51,249.99,2955.2314
2017-09-16 16:30:00+04:30,249.99,258.19,242.3,243,1579.13798
2017-09-16 20:30:00+04:30,244,257,243,246.62,1024.07932
2017-09-17 00:30:00+04:30,252.26,256,245.75,249.31,496.42117
2017-09-17 04:30:00+04:30,249.32,252.54,244,245.02,817.74484
2017-09-17 08:30:00+04:30,245.02,249.97,242,242.09,689.05614
2017-09-17 12:30:00+04:30,242.1,246,239.02,242.84,954.31064
2017-09-17 16:30:00+04:30,241.27,254,240.05,253.25,959.04645
2017-09-17 20:30:00+04:30,253,264.39,252.01,262.06,760.55003
2017-09-18 00:30:00+04:30,262.21,263.97,257,257.55,433.82527
2017-09-18 04:30:00+04:30,257.53,285.01,257.11,282,1231.17685
2017-09-18 08:30:00+04:30,283,299,278.88,289.05,910.52775
2017-09-18 12:30:00+04:30,291,291,279.61,288.88,409.25942
2017-09-18 16:30:00+04:30,288.88,306.22,285.06,290.87,1369.73879
2017-09-18 20:30:00+04:30,290.11,293.87,285.1,288,115.94574
2017-09-19 00:30:00+04:30,289,296,289,294.57,89.32196
2017-09-19 04:30:00+04:30,296,300,287,289.87,340.59886
2017-09-19 08:30:00+04:30,288.01,289.84,277.41,277.41,449.50527
2017-09-19 12:30:00+04:30,279.65,294.99,279.65,289,346.3444
2017-09-19 16:30:00+04:30,286,290,284,289.98,260.13781
2017-09-19 20:30:00+04:30,289.44,289.96,282,282,236.76833
2017-09-20 00:30:00+04:30,282,286.98,278,284,236.55385
2017-09-20 04:30:00+04:30,284.01,284.96,280,281,230.6785
2017-09-20 08:30:00+04:30,280.02,288,275.91,288,165.8878
2017-09-20 12:30:00+04:30,286.09,286.91,280.98,284.05,149.50263
2017-09-20 16:30:00+04:30,283.99,294,283.99,291.01,346.22237
2017-09-20 20:30:00+04:30,291,293.94,288,288,84.90224
2017-09-21 00:30:00+04:30,289,290,282,282,83.3738
2017-09-21 04:30:00+04:30,285.1,286,280.01,280.01,209.78698
2017-09-21 08:30:00+04:30,280,285,278.05,285,128.26039
2017-09-21 12:30:00+04:30,285,287,282.09,282.83,154.72323
2017-09-21 16:30:00+04:30,282.65,284.11,265.5,267.02,543.28548
2017-09-21 20:30:00+04:30,270.77,270.8,255.02,260.87,513.98788
2017-09-21 23:30:00+03:30,257.99,264.43,252.1,257,362.51187
2017-09-22 03:30:00+03:30,258,268,258,268,370.89952
2017-09-22 07:30:00+03:30,265.07,272.97,263.32,263.32,271.93668
2017-09-22 11:30:00+03:30,263.32,264.79,253.5,254.22,224.71564
2017-09-22 15:30:00+03:30,256.36,262.01,253.01,253.01,362.84121
2017-09-22 19:30:00+03:30,254.88,259.99,254.88,259.99,106.84895
2017-09-22 23:30:00+03:30,259.99,266.61,259.5,264,127.2705
2017-09-23 03:30:00+03:30,259.99,263.99,255.11,263,135.50806
2017-09-23 07:30:00+03:30,262,268.7,261.34,265.27,119.83588
2017-09-23 11:30:00+03:30,266.99,282.83,266.99,282.8,281.93736
2017-09-23 15:30:00+03:30,282.8,283.09,275.55,280,163.90341
2017-09-23 19:30:00+03:30,278.21,285,277.07,283,1044.0681
2017-09-23 23:30:00+03:30,281.3,286.23,278.77,285.93,1079.08291
2017-09-24 03:30:00+03:30,286.5,294.61,282.44,293.19,963.58239
2017-09-24 07:30:00+03:30,293.19,293.19,275,278.5,1617.41514
2017-09-24 11:30:00+03:30,278.95,282.95,277.95,280.47,947.05849
2017-09-24 15:30:00+03:30,280.51,288.18,280.4,284.84,969.79397
2017-09-24 19:30:00+03:30,285.5,287.14,277.06,284.99,614.92976
2017-09-24 23:30:00+03:30,285,287,281.96,282,462.76447
2017-09-25 03:30:00+03:30,282,290.8,281.34,285.32,1143.94241
2017-09-25 07:30:00+03:30,285.02,291.3,285.02,289.5,970.67838
2017-09-25 11:30:00+03:30,289.5,290.9,287.06,288.13,855.93907
2017-09-25 15:30:00+03:30,288,297.12,287,295,1255.45033
2017-09-25 19:30:00+03:30,295.06,299,291.03,294.43,1094.81257
2017-09-25 23:30:00+03:30,294.47,297.51,292.81,294.42,549.65759
2017-09-26 03:30:00+03:30,294.42,296.81,291.25,291.26,833.37745
2017-09-26 07:30:00+03:30,291.51,295.47,287.94,293.5,785.2936
2017-09-26 11:30:00+03:30,293,294.99,289.56,292.82,922.53081
2017-09-26 15:30:00+03:30,292.82,295.52,289.53,289.54,721.15236
2017-09-26 19:30:00+03:30,289.54,291,286.46,287.55,675.06724
2017-09-26 23:30:00+03:30,287.55,290.99,286.24,287.9,629.50658
2017-09-27 03:30:00+03:30,289.91,292,286.13,291.02,697.90881
2017-09-27 07:30:00+03:30,291.02,292.88,289.42,291,552.11201
2017-09-27 11:30:00+03:30,289.45,299,287.78,295.77,1260.33441
2017-09-27 15:30:00+03:30,295.71,303.49,294.02,298.68,1353.84499
2017-09-27 19:30:00+03:30,299.84,309.39,297.01,308.64,878.20414
2017-09-27 23:30:00+03:30,308.64,313,304.89,309.74,775.69946
2017-09-28 03:30:00+03:30,309.81,310.41,303.05,308.39,1051.29649
2017-09-28 07:30:00+03:30,308.41,311.81,304.89,305.57,1148.45035
2017-09-28 11:30:00+03:30,306.17,310.63,300,300.7,1838.5791
2017-09-28 15:30:00+03:30,300.76,304.5,297.73,299.42,975.79858
2017-09-28 19:30:00+03:30,299.42,303.61,298,298,769.13689
2017-09-28 23:30:00+03:30,299.68,304.06,296.89,302.44,817.64781
2017-09-29 03:30:00+03:30,302.44,303,274,280,3799.87279
2017-09-29 07:30:00+03:30,280,291,276.11,290.49,2027.92905
2017-09-29 11:30:00+03:30,290.47,299.11,285.55,297.01,1835.09054
2017-09-29 15:30:00+03:30,297.01,302.97,291.01,293.14,1521.09507
2017-09-29 19:30:00+03:30,293.14,298.6,290.11,292.81,851.76953
2017-09-29 23:30:00+03:30,292.81,297.1,290.7,292.22,1053.44204
2017-09-30 03:30:00+03:30,292.62,302.45,292.22,302.01,730.63802
2017-09-30 07:30:00+03:30,302,306.5,296.51,301.01,821.22699
2017-09-30 11:30:00+03:30,300.02,307.47,298.21,303.57,831.66199
2017-09-30 15:30:00+03:30,303.02,306,301.18,304.9,706.03087
2017-09-30 19:30:00+03:30,305.42,307.49,301.21,304.01,634.20705
2017-09-30 23:30:00+03:30,304.01,307.4,302.01,304.36,296.84303
2017-10-01 03:30:00+03:30,305.13,305.5,298.08,299.3,798.11708
2017-10-01 07:30:00+03:30,299,301.39,298.08,300.52,870.88727
2017-10-01 11:30:00+03:30,300.76,302.85,300,300.35,595.66006
2017-10-01 15:30:00+03:30,300.35,301,294,300.22,1470.35715
2017-10-01 19:30:00+03:30,300.21,303.31,298.77,302,374.10597
2017-10-01 23:30:00+03:30,302.64,306,299.83,303.95,950.93005
2017-10-02 03:30:00+03:30,303.94,305,300.2,301.46,737.57456
2017-10-02 07:30:00+03:30,301.76,304.87,300.21,302.38,890.96869
2017-10-02 11:30:00+03:30,301.76,304.85,300,300.41,699.88817
2017-10-02 15:30:00+03:30,300.4,301.99,296.71,300.8,733.53568
2017-10-02 19:30:00+03:30,300.19,301.83,295,296.87,430.01301
2017-10-02 23:30:00+03:30,297.5,299.92,295.73,296.5,218.85736
2017-10-03 03:30:00+03:30,298.15,301.99,296.6,300.99,684.99514
2017-10-03 07:30:00+03:30,299.41,301,290.06,291.77,2055.43645
2017-10-03 11:30:00+03:30,291.76,293.36,283.18,291,1146.78238
2017-10-03 15:30:00+03:30,292,292.99,285.8,291.29,525.51676
2017-10-03 19:30:00+03:30,291.29,293,288.54,291.13,681.25733
2017-10-03 23:30:00+03:30,290.13,293.7,287.14,292.48,452.86896
2017-10-04 03:30:00+03:30,292.47,295.31,291.02,293.41,820.70729
2017-10-04 07:30:00+03:30,293.41,297.97,292.3,295.89,885.52251
2017-10-04 11:30:00+03:30,295.89,295.89,290.55,292.58,774.59237
2017-10-04 15:30:00+03:30,292.59,294.39,288,294.38,586.87581
2017-10-04 19:30:00+03:30,294.38,294.39,289.06,291.25,570.0884
2017-10-04 23:30:00+03:30,291.11,293,288,291.99,377.10154
2017-10-05 03:30:00+03:30,290,294.8,289,289.71,417.56587
2017-10-05 07:30:00+03:30,289.82,290.27,285.53,289.12,991.74899
2017-10-05 11:30:00+03:30,288.81,292.76,286,289.72,557.24589
2017-10-05 15:30:00+03:30,290.39,296.17,289.29,294.51,614.89122
2017-10-05 19:30:00+03:30,295,297,293.6,296.99,640.43676
2017-10-05 23:30:00+03:30,296.99,297.44,294.03,294.81,190.50143
2017-10-06 03:30:00+03:30,294.78,297.5,293.78,295.52,411.40601
2017-10-06 07:30:00+03:30,295.01,301.9,294.26,300.29,783.80354
2017-10-06 11:30:00+03:30,299.81,302.9,298.58,301.22,710.78991
2017-10-06 15:30:00+03:30,301.89,303.89,298.24,301.67,794.09618
2017-10-06 19:30:00+03:30,301.68,303.99,300.57,302.01,505.44025
2017-10-06 23:30:00+03:30,302.37,310.8,300.45,310.8,335.4877
2017-10-07 03:30:00+03:30,309.9,314.28,309,311.56,475.25616
2017-10-07 07:30:00+03:30,312.42,312.46,303.6,307.01,395.99279
2017-10-07 11:30:00+03:30,306.71,310.99,305.61,306,303.80651
2017-10-07 15:30:00+03:30,306,311.89,304.99,310.06,292.92174
2017-10-07 19:30:00+03:30,310.01,311.68,307.86,308.02,216.05506
2017-10-07 23:30:00+03:30,308.02,318.5,306.34,311.01,481.7585
2017-10-08 03:30:00+03:30,311.08,314.46,311.01,312.75,479.63782
2017-10-08 07:30:00+03:30,312.5,314.44,310.47,311.38,329.24393
2017-10-08 11:30:00+03:30,312,313,309.5,310.43,501.61478
2017-10-08 15:30:00+03:30,310.44,316.47,309.5,313.97,670.88362
2017-10-08 19:30:00+03:30,313.5,317.07,310.77,311.66,438.93374
2017-10-08 23:30:00+03:30,311.53,314.17,309,311.07,540.61809
2017-10-09 03:30:00+03:30,311.13,312.13,305,305.5,523.67357
2017-10-09 07:30:00+03:30,305,310,303,304.02,518.42806
2017-10-09 11:30:00+03:30,305.01,306.95,302.32,305.63,334.30214
2017-10-09 15:30:00+03:30,305.63,309.31,297,300.01,956.81031
2017-10-09 19:30:00+03:30,300.01,300.92,286.65,288.26,1209.90629
2017-10-09 23:30:00+03:30,290.14,300,288.8,297.19,1342.25826
2017-10-10 03:30:00+03:30,297.35,299.12,293.55,298.55,1358.75713
2017-10-10 07:30:00+03:30,298.55,300,293,296,606.75283
2017-10-10 11:30:00+03:30,296.54,301.48,293,299.21,839.29898
2017-10-10 15:30:00+03:30,299.58,307.21,299.53,305.42,1168.1671
2017-10-10 19:30:00+03:30,307.21,308.56,300.64,300.71,1641.8397
2017-10-10 23:30:00+03:30,302.41,304.42,297.9,298.64,1134.45894
2017-10-11 03:30:00+03:30,300.88,305.5,298.61,302.27,1444.91162
2017-10-11 07:30:00+03:30,302.27,305.48,300,303.75,651.77038
2017-10-11 11:30:00+03:30,302.47,304.64,298.02,301.73,874.196
2017-10-11 15:30:00+03:30,301.72,303.99,299.76,299.82,373.53497
2017-10-11 19:30:00+03:30,299.86,304.77,299.2,304.03,231.30944
2017-10-11 23:30:00+03:30,303,304.01,300.59,304.01,148.96389
2017-10-12 03:30:00+03:30,304.01,308.01,303.6,305.55,574.05093
2017-10-12 07:30:00+03:30,307,309.35,305.4,307.09,415.60345
2017-10-12 11:30:00+03:30,306.02,310,303.8,306,1887.19434
2017-10-12 15:30:00+03:30,306,308.73,304.5,306.45,1894.1304
2017-10-12 19:30:00+03:30,306.45,308,302.71,305.99,1537.17222
2017-10-12 23:30:00+03:30,305.95,308.02,303.77,303.99,1519.60462
2017-10-13 03:30:00+03:30,303.52,305.89,297,304.73,3858.40069
2017-10-13 07:30:00+03:30,304.64,339.5,303,328,4071.43779
2017-10-13 11:30:00+03:30,328.53,333,323.81,330.44,3430.47071
2017-10-13 15:30:00+03:30,330.43,353.96,328.01,341.5,3151.46051
2017-10-13 19:30:00+03:30,342.22,351.99,341.19,341.36,1974.48408
2017-10-13 23:30:00+03:30,341.36,343.99,333.15,337.96,1439.11207
2017-10-14 03:30:00+03:30,337.96,345,335,342.04,1192.77524
2017-10-14 07:30:00+03:30,343.99,349.77,340.11,346.53,1448.47607
2017-10-14 11:30:00+03:30,347.48,349.8,340.11,341.91,1492.85955
2017-10-14 15:30:00+03:30,341.91,345.93,340.17,344.04,1318.47327
2017-10-14 19:30:00+03:30,344.15,349.79,343.01,348.06,1455.54371
2017-10-14 23:30:00+03:30,348.05,348.12,340,342,823.83685
2017-10-15 03:30:00+03:30,342,348,337.62,338.03,1739.98428
2017-10-15 07:30:00+03:30,338.04,345.04,337.03,341.49,1452.88733
2017-10-15 11:30:00+03:30,341.4,341.88,316.17,318.06,2754.65635
2017-10-15 15:30:00+03:30,319.3,335.27,318.8,333.56,1862.35778
2017-10-15 19:30:00+03:30,333.55,333.91,325.15,330.36,1338.76889
2017-10-15 23:30:00+03:30,330.38,337.99,326.97,337.96,862.69245
2017-10-16 03:30:00+03:30,337.5,352.21,336.01,342.86,1423.99437
2017-10-16 07:30:00+03:30,342.87,354,336.05,339.99,1914.38387
2017-10-16 11:30:00+03:30,339.99,345.8,337.03,340.99,1596.1144
2017-10-16 15:30:00+03:30,340.24,346.92,338.96,338.96,1387.44761
2017-10-16 19:30:00+03:30,341.99,342.47,332.78,334.31,1392.61027
2017-10-16 23:30:00+03:30,334.31,338,332.78,335.19,948.92045
2017-10-17 03:30:00+03:30,335.18,336.58,326,327.02,1224.6327
2017-10-17 07:30:00+03:30,327.49,330.54,324.93,326.73,1198.30935
2017-10-17 11:30:00+03:30,326.81,333.55,321.24,323.35,1015.45172
2017-10-17 15:30:00+03:30,321.26,327.66,320.46,322.29,1416.3257
2017-10-17 19:30:00+03:30,322.29,323,317.01,322.88,1843.85224
2017-10-17 23:30:00+03:30,322.89,323,312.65,315.19,1448.17185
2017-10-18 03:30:00+03:30,315.19,316.01,301.71,305.51,2576.57723
2017-10-18 07:30:00+03:30,306,318,300,302.7,2613.28432
2017-10-18 11:30:00+03:30,300.01,302.62,295.2,297.25,2596.04466
2017-10-18 15:30:00+03:30,295.61,307.08,284.68,306.4,2288.13356
2017-10-18 19:30:00+03:30,305.1,307.5,300.01,303.04,1322.31252
