,Unnamed: 0,actual,predicted,rec,date,open,high,low,close,volume
1250,1250,3093.2,3090.701904,sell,2021-08-27 00:30:00+04:30,3109.04,3147,3088.25,3093.2,40537.2618
1251,1251,3094.26,3085.469971,sell,2021-08-27 04:30:00+04:30,3093.06,3144.99,3060.18,3094.26,72552.846
1252,1252,3127.11,3082.682617,sell,2021-08-27 08:30:00+04:30,3094.16,3131.42,3075.79,3127.11,55637.0664
1253,1253,3154.73,3094.893311,sell,2021-08-27 12:30:00+04:30,3126.17,3173.62,3102.5,3154.73,60235.81612
1254,1254,3238.97,3116.295898,sell,2021-08-27 16:30:00+04:30,3155.46,3250.81,3132.29,3238.97,131293.0435
1255,1255,3232.36,3167.183105,sell,2021-08-27 20:30:00+04:30,3238.96,3250,3220.16,3232.36,57945.3451
1256,1256,3273.45,3199.622559,sell,2021-08-28 00:30:00+04:30,3232.36,3280,3222.63,3273.45,73363.68998
1257,1257,3244.46,3235.516602,buy,2021-08-28 04:30:00+04:30,3273.89,3287,3239.23,3244.46,48552.27231
1258,1258,3230.16,3244.626221,buy,2021-08-28 08:30:00+04:30,3244.46,3258.64,3223.3,3230.16,41334.1535
1259,1259,3222.24,3240.296387,buy,2021-08-28 12:30:00+04:30,3230.28,3259,3210.31,3222.24,47163.7043
1260,1260,3246.15,3231.336426,sell,2021-08-28 16:30:00+04:30,3222.24,3247.93,3211.01,3246.15,53173.3935
1261,1261,3230.24,3233.221924,sell,2021-08-28 20:30:00+04:30,3246.38,3265,3220,3230.24,47637.2968
1262,1262,3244.48,3228.038574,sell,2021-08-29 00:30:00+04:30,3230.24,3254.65,3226.91,3244.48,24499.5288
1263,1263,3180.28,3230.052979,buy,2021-08-29 04:30:00+04:30,3244.75,3285,3160,3180.28,106167.7769
1264,1264,3206.3,3203.616943,sell,2021-08-29 08:30:00+04:30,3180.54,3209.18,3152.34,3206.3,59975.7508
1265,1265,3181.83,3194.991455,sell,2021-08-29 12:30:00+04:30,3206.3,3219.33,3181.35,3181.83,41172.2156
1266,1266,3186.99,3181.133301,sell,2021-08-29 16:30:00+04:30,3181.83,3206.83,3165.57,3186.99,41187.1476
1267,1267,3220.23,3174.503662,sell,2021-08-29 20:30:00+04:30,3186.99,3225,3180.83,3220.23,34989.7695
