,actual,predicted
965,2126.22,2080.226806640625
966,2081.03,2102.3896484375
967,2171.63,2045.0230712890625
968,2133.67,2115.883544921875
969,2146.99,2110.97607421875
970,2133.98,2119.88818359375
971,2121.91,2125.4130859375
972,2109.94,2091.576904296875
973,2118.8,2075.2177734375
974,2093.42,2083.6630859375
975,2110.69,2062.76220703125
976,2091.1,2082.335205078125
977,2099.84,2078.90087890625
978,2129.0,2072.175537109375
979,2145.01,2095.381103515625
980,2134.93,2104.0849609375
981,2140.45,2102.085205078125
982,2163.8,2120.462158203125
983,2146.17,2130.91064453125
984,2100.98,2115.025390625
985,2087.5,2076.84814453125
986,2020.31,2056.8662109375
987,2031.58,1982.215087890625
988,2030.01,1992.98681640625
989,2027.72,1996.13623046875
990,1997.43,1964.44482421875
991,1998.94,1975.7900390625
992,1924.3200000000002,1956.715576171875
993,1940.1500000000003,1893.1531982421875
994,1884.3299999999997,1913.2899169921875
995,1899.7,1842.343505859375
996,1949.0,1854.8553466796875
997,1995.8200000000002,1905.0438232421875
998,1980.22,1941.2265625
999,1994.58,1947.7755126953125
1000,1979.28,1974.979248046875
1001,1954.0200000000002,1961.3426513671875
1002,1912.97,1917.13037109375
1003,1913.79,1880.5599365234375
1004,1917.3799999999999,1866.447998046875
1005,1919.51,1866.849609375
1006,1949.04,1886.40869140625
1007,1912.47,1909.7781982421875
1008,1852.27,1888.42822265625
1009,1934.47,1825.422607421875
1010,1913.17,1887.5616455078125
1011,1876.26,1868.3040771484375
1012,1867.0,1834.1573486328125
1013,1877.9799999999998,1848.9385986328125
1014,1864.47,1856.1912841796875
1015,1886.86,1830.58056640625
1016,1908.0,1847.4810791015625
1017,1899.59,1869.84814453125
1018,1981.77,1863.6845703125
1019,1959.0,1937.6572265625
1020,1965.59,1927.017333984375
1021,1890.8600000000001,1930.0570068359375
1022,1901.04,1870.0726318359375
1023,1891.6399999999999,1870.0894775390625
1024,1885.59,1862.303466796875
1025,1891.56,1846.5555419921875
1026,1862.2,1872.412841796875
1027,1820.25,1841.721435546875
1028,1824.98,1780.330322265625
1029,1818.73,1799.6019287109375
1030,1728.59,1786.7427978515625
1031,1762.07,1681.9034423828125
1032,1755.9899999999998,1734.3255615234375
1033,1805.2900000000002,1715.4521484375
1034,1789.39,1745.0728759765625
1035,1786.03,1763.0274658203125
1036,1801.87,1757.9091796875
1037,1875.25,1767.3345947265625
1038,1906.84,1828.8765869140625
1039,1954.5,1845.9180908203125
1040,1937.23,1893.72216796875
1041,1995.5,1898.8756103515625
1042,1976.59,1952.229736328125
1043,1991.88,1945.3834228515625
1044,1983.99,1949.321533203125
1045,2033.56,1952.5244140625
1046,2029.14,1970.1612548828125
1047,2024.56,1992.2232666015625
1048,2059.91,1988.148193359375
1049,2064.95,2025.6513671875
1050,2054.49,2040.1805419921875
1051,2047.75,2018.8773193359375
1052,2020.5799999999997,2028.466552734375
1053,2124.25,1983.5106201171875
1054,2138.61,2073.205322265625
1055,2132.3,2093.974365234375
1056,2154.86,2092.6845703125
1057,2150.59,2135.900634765625
1058,2145.72,2130.54052734375
1059,2184.75,2118.488525390625
1060,2151.96,2150.604248046875
1061,2175.3,2124.98681640625
1062,2159.98,2149.7763671875
1063,2138.18,2144.740478515625
1064,2153.13,2101.672607421875
1065,2189.79,2130.71728515625
1066,2317.03,2162.58544921875
1067,2325.59,2222.677001953125
1068,2341.51,2283.582763671875
1069,2341.58,2310.193603515625
1070,2362.68,2305.47412109375
1071,2228.08,2343.745849609375
1072,2172.81,2180.697998046875
1073,2202.02,2136.49560546875
1074,2278.35,2178.065185546875
1075,2277.35,2218.343017578125
1076,2229.34,2225.337158203125
1077,2299.49,2212.911376953125
1078,2288.26,2289.47265625
1079,2296.14,2253.44384765625
1080,2330.42,2240.276611328125
1081,2292.3,2297.44775390625
1082,2309.76,2256.6181640625
1083,2300.9,2266.341064453125
1084,2277.71,2284.032958984375
1085,2295.13,2252.9951171875
1086,2293.9,2272.674560546875
1087,2323.91,2281.784423828125
1088,2311.41,2294.876708984375
1089,2382.92,2296.356201171875
1090,2422.21,2353.9599609375
1091,2404.3099999999995,2378.797607421875
1092,2334.84,2369.012939453125
1093,2346.66,2312.0341796875
1094,2378.91,2326.46533203125
1095,2461.81,2348.17236328125
1096,2463.18,2397.97705078125
1097,2442.16,2430.39501953125
1098,2458.58,2428.163330078125
1099,2458.01,2445.146484375
1100,2456.6,2435.545654296875
1101,2531.05,2425.2890625
1102,2616.5,2494.6826171875
1103,2586.18,2569.37548828125
1104,2587.01,2555.26025390625
1105,2583.21,2571.350341796875
1106,2655.56,2572.60595703125
1107,2555.69,2586.11083984375
1108,2560.0,2521.94189453125
1109,2617.74,2524.135498046875
1110,2590.6,2594.198486328125
1111,2633.26,2553.44677734375
1112,2602.07,2592.37060546875
1113,2606.93,2595.143798828125
1114,2533.69,2581.196044921875
1115,2493.2200000000003,2518.40234375
1116,2489.13,2453.87353515625
1117,2496.5699999999997,2460.814697265625
1118,2474.99,2454.078857421875
1119,2509.0400000000004,2437.379150390625
1120,2484.82,2491.7958984375
