,date,ITS_9_tenkensen,IKS_26_kijunsen,ISA_9_spanA,ISB_26_spanB,chiku,kijunAndSpanBCross,tenkensenAndkijunsen,priceAndABSpan,tenkensenAndPriceWithKijunsen,sAAndB
313,2021-07-11 10:41:00+04:30,1,1,1,1,1.0,1,1,1,1,1
314,2021-07-11 10:42:00+04:30,0,1,1,1,1.0,1,1,1,0,1
315,2021-07-11 10:43:00+04:30,0,0,1,1,0.0,1,1,1,0,1
316,2021-07-11 10:44:00+04:30,0,1,1,1,1.0,1,1,1,0,1
317,2021-07-11 10:45:00+04:30,0,1,1,1,1.0,1,1,1,0,1
318,2021-07-11 10:46:00+04:30,0,0,1,1,1.0,1,1,1,0,1
319,2021-07-11 10:47:00+04:30,0,0,0,1,0.0,1,0,0,0,1
320,2021-07-11 10:48:00+04:30,0,0,0,1,0.0,1,0,0,0,1
321,2021-07-11 10:49:00+04:30,0,0,0,1,0.0,1,0,0,0,1
322,2021-07-11 10:50:00+04:30,0,0,0,1,0.0,1,0,0,0,1
323,2021-07-11 10:51:00+04:30,0,0,0,1,0.0,1,0,0,0,1
324,2021-07-11 10:52:00+04:30,0,0,0,1,0.0,1,0,0,0,1
325,2021-07-11 10:53:00+04:30,0,0,0,0,0.0,1,0,0,0,1
326,2021-07-11 10:54:00+04:30,0,0,0,0,0.0,1,0,0,0,1
327,2021-07-11 10:55:00+04:30,0,0,0,0,0.0,1,0,0,0,1
328,2021-07-11 10:56:00+04:30,0,0,0,0,0.0,1,0,0,0,1
329,2021-07-11 10:57:00+04:30,0,0,0,0,0.0,0,0,0,0,1
330,2021-07-11 10:58:00+04:30,1,0,0,0,0.0,0,0,0,0,1
331,2021-07-11 10:59:00+04:30,1,0,0,0,0.0,0,0,0,0,1
332,2021-07-11 11:00:00+04:30,1,0,0,0,0.0,0,0,0,0,1
333,2021-07-11 11:01:00+04:30,0,0,0,0,0.0,0,0,0,0,1
334,2021-07-11 11:02:00+04:30,0,0,0,0,0.0,0,0,0,0,1
335,2021-07-11 11:03:00+04:30,0,0,0,0,0.0,0,0,0,0,1
336,2021-07-11 11:04:00+04:30,0,0,0,0,0.0,0,0,0,0,1
337,2021-07-11 11:05:00+04:30,0,0,0,0,0.0,0,0,0,0,1
338,2021-07-11 11:06:00+04:30,0,0,0,0,0.0,0,0,0,0,1
339,2021-07-11 11:07:00+04:30,0,0,0,0,0.0,0,0,0,0,1
340,2021-07-11 11:08:00+04:30,0,0,0,0,0.0,0,0,0,0,1
341,2021-07-11 11:09:00+04:30,0,0,0,0,0.0,0,0,0,0,1
342,2021-07-11 11:10:00+04:30,1,0,0,0,0.0,0,0,0,0,1
343,2021-07-11 11:11:00+04:30,1,0,0,0,0.0,0,0,0,0,1
344,2021-07-11 11:12:00+04:30,1,0,0,0,0.0,0,0,0,0,1
345,2021-07-11 11:13:00+04:30,1,0,0,0,0.0,0,0,0,0,1
346,2021-07-11 11:14:00+04:30,1,0,0,0,0.0,0,0,0,0,1
347,2021-07-11 11:15:00+04:30,0,0,0,0,0.0,0,0,0,0,1
348,2021-07-11 11:16:00+04:30,0,0,0,0,0.0,0,0,0,0,1
349,2021-07-11 11:17:00+04:30,0,0,0,0,0.0,0,0,0,0,0
350,2021-07-11 11:18:00+04:30,0,0,0,0,0.0,0,0,0,0,0
351,2021-07-11 11:19:00+04:30,0,0,0,0,0.0,0,0,0,0,0
352,2021-07-11 11:20:00+04:30,0,0,0,0,0.0,0,0,0,0,0
353,2021-07-11 11:21:00+04:30,0,0,0,0,0.0,0,0,0,0,0
354,2021-07-11 11:22:00+04:30,0,0,0,0,0.0,0,0,0,0,0
355,2021-07-11 11:23:00+04:30,0,0,0,0,0.0,0,0,0,0,0
356,2021-07-11 11:24:00+04:30,0,0,0,0,0.0,0,0,0,0,0
357,2021-07-11 11:25:00+04:30,0,0,0,0,0.0,0,0,0,0,0
358,2021-07-11 11:26:00+04:30,1,0,0,0,0.0,0,0,0,0,0
359,2021-07-11 11:27:00+04:30,0,0,0,0,0.0,0,0,0,0,0
360,2021-07-11 11:28:00+04:30,1,0,0,0,0.0,0,0,0,0,0
361,2021-07-11 11:29:00+04:30,1,0,0,0,0.0,0,0,0,0,0
362,2021-07-11 11:30:00+04:30,0,0,0,0,0.0,0,0,0,0,0
363,2021-07-11 11:31:00+04:30,0,0,0,0,0.0,0,0,0,0,0
364,2021-07-11 11:32:00+04:30,1,1,0,0,1.0,0,0,0,0,0
365,2021-07-11 11:33:00+04:30,1,1,0,0,0.0,0,0,0,0,0
366,2021-07-11 11:34:00+04:30,1,1,0,0,0.0,0,0,0,0,0
367,2021-07-11 11:35:00+04:30,1,1,1,0,1.0,0,1,0,1,0
368,2021-07-11 11:36:00+04:30,1,1,0,0,1.0,0,1,0,1,0
369,2021-07-11 11:37:00+04:30,1,1,0,0,0.0,0,1,0,1,0
370,2021-07-11 11:38:00+04:30,1,1,0,0,0.0,0,1,0,1,0
371,2021-07-11 11:39:00+04:30,0,1,0,0,0.0,0,1,0,0,0
372,2021-07-11 11:40:00+04:30,0,0,0,0,0.0,0,1,0,0,0
373,2021-07-11 11:41:00+04:30,0,0,0,0,0.0,0,1,0,0,0
374,2021-07-11 11:42:00+04:30,0,0,0,0,0.0,0,-1,0,0,0
375,2021-07-11 11:43:00+04:30,0,0,0,0,0.0,0,-1,0,0,0
376,2021-07-11 11:44:00+04:30,0,0,0,0,0.0,0,0,0,0,0
377,2021-07-11 11:45:00+04:30,0,0,0,0,0.0,0,0,0,0,0
378,2021-07-11 11:46:00+04:30,0,0,0,0,0.0,0,0,0,0,0
379,2021-07-11 11:47:00+04:30,1,0,0,0,0.0,0,0,0,0,0
380,2021-07-11 11:48:00+04:30,0,0,0,0,0.0,0,0,0,0,0
381,2021-07-11 11:49:00+04:30,1,0,0,0,0.0,0,0,0,0,0
382,2021-07-11 11:50:00+04:30,1,0,0,0,1.0,0,0,0,0,0
383,2021-07-11 11:51:00+04:30,1,0,0,0,0.0,0,0,0,0,0
384,2021-07-11 11:52:00+04:30,1,1,0,0,0.0,0,0,0,0,0
385,2021-07-11 11:53:00+04:30,1,0,0,0,1.0,0,0,0,0,0
386,2021-07-11 11:54:00+04:30,1,0,0,0,0.0,0,0,0,0,0
387,2021-07-11 11:55:00+04:30,0,0,0,0,0.0,0,0,0,0,0
388,2021-07-11 11:56:00+04:30,1,0,0,0,1.0,0,0,0,0,0
389,2021-07-11 11:57:00+04:30,1,1,0,0,1.0,0,0,0,0,0
390,2021-07-11 11:58:00+04:30,1,0,0,0,0.0,0,0,0,0,0
391,2021-07-11 11:59:00+04:30,1,1,0,0,0.0,0,0,0,0,0
392,2021-07-11 12:00:00+04:30,1,1,0,0,0.0,0,0,0,0,0
393,2021-07-11 12:01:00+04:30,0,0,0,0,0.0,0,0,0,0,0
394,2021-07-11 12:02:00+04:30,1,1,0,0,0.0,0,0,0,0,0
395,2021-07-11 12:03:00+04:30,1,1,0,0,0.0,0,1,0,1,0
396,2021-07-11 12:04:00+04:30,1,1,1,0,0.0,0,1,0,1,0
397,2021-07-11 12:05:00+04:30,1,1,0,0,0.0,0,1,0,1,0
398,2021-07-11 12:06:00+04:30,1,1,0,0,1.0,0,1,0,1,0
399,2021-07-11 12:07:00+04:30,1,1,1,0,1.0,0,1,0,1,0
400,2021-07-11 12:08:00+04:30,1,1,1,0,1.0,0,1,0,1,0
401,2021-07-11 12:09:00+04:30,1,1,1,1,1.0,0,1,1,1,0
402,2021-07-11 12:10:00+04:30,1,1,1,1,1.0,0,1,1,1,0
403,2021-07-11 12:11:00+04:30,0,1,1,0,1.0,0,1,0,0,0
404,2021-07-11 12:12:00+04:30,1,1,1,1,1.0,0,1,1,1,0
405,2021-07-11 12:13:00+04:30,1,1,1,1,1.0,0,1,1,1,0
406,2021-07-11 12:14:00+04:30,1,1,1,1,1.0,1,1,1,1,0
407,2021-07-11 12:15:00+04:30,1,1,1,1,1.0,1,1,1,1,0
408,2021-07-11 12:16:00+04:30,0,1,1,1,1.0,1,1,1,0,0
409,2021-07-11 12:17:00+04:30,0,1,1,1,1.0,1,1,1,0,0
410,2021-07-11 12:18:00+04:30,0,1,1,1,1.0,1,1,1,0,0
411,2021-07-11 12:19:00+04:30,0,1,1,1,1.0,1,1,1,0,0
412,2021-07-11 12:20:00+04:30,1,1,1,1,1.0,1,1,1,1,0
413,2021-07-11 12:21:00+04:30,1,1,1,1,1.0,1,1,1,1,0
414,2021-07-11 12:22:00+04:30,1,1,1,1,1.0,1,1,1,1,0
415,2021-07-11 12:23:00+04:30,0,1,1,1,1.0,1,1,1,0,0
416,2021-07-11 12:24:00+04:30,0,0,1,1,1.0,1,1,1,0,0
417,2021-07-11 12:25:00+04:30,0,1,1,1,1.0,1,1,1,0,0
418,2021-07-11 12:26:00+04:30,0,1,1,1,1.0,1,1,1,0,0
419,2021-07-11 12:27:00+04:30,0,0,1,1,1.0,1,1,1,0,0
420,2021-07-11 12:28:00+04:30,0,0,1,1,1.0,1,1,1,0,0
421,2021-07-11 12:29:00+04:30,0,1,1,1,1.0,1,1,1,0,0
422,2021-07-11 12:30:00+04:30,0,0,1,1,1.0,1,1,1,0,0
423,2021-07-11 12:31:00+04:30,0,0,1,1,1.0,1,0,1,0,0
424,2021-07-11 12:32:00+04:30,0,0,1,1,0.0,1,0,1,0,0
425,2021-07-11 12:33:00+04:30,0,0,1,1,0.0,1,0,1,0,0
426,2021-07-11 12:34:00+04:30,0,0,1,1,0.0,1,0,1,0,0
427,2021-07-11 12:35:00+04:30,0,0,1,1,0.0,1,0,1,0,0
428,2021-07-11 12:36:00+04:30,0,0,0,1,0.0,1,0,0,0,1
429,2021-07-11 12:37:00+04:30,0,0,0,0,0.0,1,0,0,0,1
430,2021-07-11 12:38:00+04:30,0,0,0,1,0.0,1,0,0,0,1
431,2021-07-11 12:39:00+04:30,0,0,0,0,0.0,1,0,0,0,1
432,2021-07-11 12:40:00+04:30,0,0,0,0,0.0,1,0,0,0,1
433,2021-07-11 12:41:00+04:30,1,0,0,1,0.0,1,0,0,0,1
434,2021-07-11 12:42:00+04:30,1,1,0,1,0.0,1,0,0,0,1
435,2021-07-11 12:43:00+04:30,1,0,0,1,0.0,1,0,0,0,1
436,2021-07-11 12:44:00+04:30,1,1,0,1,0.0,1,0,0,0,1
437,2021-07-11 12:45:00+04:30,1,1,1,1,1.0,1,0,1,0,1
438,2021-07-11 12:46:00+04:30,1,1,1,1,0.0,1,0,1,0,1
439,2021-07-11 12:47:00+04:30,1,1,1,1,0.0,1,0,1,0,1
440,2021-07-11 12:48:00+04:30,1,1,1,1,0.0,1,1,1,1,1
441,2021-07-11 12:49:00+04:30,1,1,1,1,1.0,1,1,1,1,1
442,2021-07-11 12:50:00+04:30,1,1,1,1,1.0,1,1,1,1,1
443,2021-07-11 12:51:00+04:30,1,1,1,1,1.0,1,1,1,1,1
444,2021-07-11 12:52:00+04:30,1,1,1,1,1.0,1,1,1,1,1
445,2021-07-11 12:53:00+04:30,1,1,1,1,1.0,1,1,1,1,1
446,2021-07-11 12:54:00+04:30,1,1,1,1,1.0,1,1,1,1,1
447,2021-07-11 12:55:00+04:30,1,1,1,1,1.0,1,1,1,1,1
448,2021-07-11 12:56:00+04:30,1,1,1,1,1.0,1,1,1,1,1
449,2021-07-11 12:57:00+04:30,1,1,1,1,1.0,1,1,1,1,1
450,2021-07-11 12:58:00+04:30,1,1,1,1,1.0,1,1,1,1,1
451,2021-07-11 12:59:00+04:30,1,1,1,1,1.0,1,1,1,1,1
452,2021-07-11 13:00:00+04:30,1,1,1,1,1.0,1,1,1,1,1
453,2021-07-11 13:01:00+04:30,1,1,1,1,1.0,1,1,1,1,1
454,2021-07-11 13:02:00+04:30,0,1,1,1,1.0,1,1,1,0,1
455,2021-07-11 13:03:00+04:30,0,1,1,1,1.0,1,1,1,0,1
456,2021-07-11 13:04:00+04:30,0,0,1,1,1.0,1,1,1,0,1
457,2021-07-11 13:05:00+04:30,0,0,1,1,1.0,1,1,1,0,0
458,2021-07-11 13:06:00+04:30,0,1,1,1,1.0,1,1,1,0,0
459,2021-07-11 13:07:00+04:30,1,1,1,1,1.0,1,1,1,1,0
460,2021-07-11 13:08:00+04:30,1,1,1,1,1.0,1,0,1,0,0
461,2021-07-11 13:09:00+04:30,1,1,1,1,1.0,1,0,1,0,0
462,2021-07-11 13:10:00+04:30,1,1,1,1,1.0,1,0,1,0,0
463,2021-07-11 13:11:00+04:30,1,1,1,1,1.0,1,0,1,0,0
464,2021-07-11 13:12:00+04:30,1,1,1,1,1.0,1,0,1,0,1
465,2021-07-11 13:13:00+04:30,1,1,1,1,1.0,1,0,1,0,1
466,2021-07-11 13:14:00+04:30,1,1,1,1,1.0,1,1,1,1,0
467,2021-07-11 13:15:00+04:30,1,1,1,1,1.0,1,1,1,1,1
468,2021-07-11 13:16:00+04:30,0,1,1,1,1.0,1,1,1,0,1
469,2021-07-11 13:17:00+04:30,1,1,1,1,1.0,1,1,1,1,1
470,2021-07-11 13:18:00+04:30,0,1,1,1,1.0,1,1,1,0,1
471,2021-07-11 13:19:00+04:30,1,1,1,1,1.0,1,1,1,1,1
472,2021-07-11 13:20:00+04:30,0,1,1,1,1.0,1,1,1,0,1
473,2021-07-11 13:21:00+04:30,0,0,1,1,1.0,1,1,1,0,1
474,2021-07-11 13:22:00+04:30,0,0,1,1,1.0,1,1,1,0,1
475,2021-07-11 13:23:00+04:30,0,0,1,1,0.0,1,1,1,0,1
476,2021-07-11 13:24:00+04:30,0,1,1,1,0.0,1,1,1,0,1
477,2021-07-11 13:25:00+04:30,0,1,1,1,0.0,1,1,1,0,1
478,2021-07-11 13:26:00+04:30,0,1,1,1,0.0,1,1,1,0,1
479,2021-07-11 13:27:00+04:30,0,1,1,1,1.0,1,1,1,0,1
480,2021-07-11 13:28:00+04:30,1,1,1,1,1.0,1,1,1,1,1
481,2021-07-11 13:29:00+04:30,1,1,1,1,1.0,1,1,1,1,1
482,2021-07-11 13:30:00+04:30,1,1,1,1,1.0,1,1,1,1,1
483,2021-07-11 13:31:00+04:30,1,1,1,1,1.0,1,1,1,1,1
484,2021-07-11 13:32:00+04:30,1,1,1,1,1.0,1,1,1,1,1
485,2021-07-11 13:33:00+04:30,0,0,1,1,1.0,1,1,1,0,1
486,2021-07-11 13:34:00+04:30,0,0,1,1,0.0,1,0,1,0,1
487,2021-07-11 13:35:00+04:30,0,0,1,1,1.0,1,0,1,0,1
488,2021-07-11 13:36:00+04:30,0,0,1,1,0.0,1,0,1,0,1
489,2021-07-11 13:37:00+04:30,0,0,0,1,0.0,1,0,0,0,1
490,2021-07-11 13:38:00+04:30,0,0,0,1,0.0,1,0,0,0,1
491,2021-07-11 13:39:00+04:30,0,0,0,1,0.0,1,0,0,0,1
492,2021-07-11 13:40:00+04:30,0,0,0,1,0.0,1,0,0,0,1
493,2021-07-11 13:41:00+04:30,1,0,0,1,0.0,1,0,0,0,1
494,2021-07-11 13:42:00+04:30,1,0,0,1,0.0,1,0,0,0,1
495,2021-07-11 13:43:00+04:30,0,0,0,1,0.0,1,0,0,0,1
496,2021-07-11 13:44:00+04:30,0,0,0,1,0.0,1,0,0,0,1
497,2021-07-11 13:45:00+04:30,1,0,0,1,0.0,1,0,0,0,1
498,2021-07-11 13:46:00+04:30,1,0,0,1,0.0,1,0,0,0,1
499,2021-07-11 13:47:00+04:30,1,1,0,1,1.0,1,0,0,0,1
500,2021-07-11 13:48:00+04:30,1,1,0,1,0.0,1,0,0,0,1
