,date,ITS_9_tenkensen,IKS_26_kijunsen,ISA_9_spanA,ISB_26_spanB,IKS_26_chiku,kijunAndSpanBCross
429,2021-06-30 08:44:00+04:30,1,1,0,0,0,0
430,2021-06-30 08:45:00+04:30,1,1,0,0,0,0
431,2021-06-30 08:46:00+04:30,1,1,0,0,0,0
432,2021-06-30 08:47:00+04:30,1,1,0,0,0,0
433,2021-06-30 08:48:00+04:30,1,1,0,0,0,0
434,2021-06-30 08:49:00+04:30,1,1,1,0,0,0
435,2021-06-30 08:50:00+04:30,1,1,1,0,0,0
436,2021-06-30 08:51:00+04:30,1,1,1,0,0,0
437,2021-06-30 08:52:00+04:30,1,1,1,0,0,0
438,2021-06-30 08:53:00+04:30,0,1,0,0,0,0
439,2021-06-30 08:54:00+04:30,1,1,1,0,0,0
440,2021-06-30 08:55:00+04:30,0,1,1,0,0,0
441,2021-06-30 08:56:00+04:30,0,1,1,0,0,0
442,2021-06-30 08:57:00+04:30,0,1,1,0,0,0
443,2021-06-30 08:58:00+04:30,0,1,1,0,0,0
444,2021-06-30 08:59:00+04:30,0,0,1,0,1,0
445,2021-06-30 09:00:00+04:30,0,0,0,0,1,0
446,2021-06-30 09:01:00+04:30,0,0,1,0,1,0
447,2021-06-30 09:02:00+04:30,1,1,1,0,0,0
448,2021-06-30 09:03:00+04:30,1,1,1,0,0,0
449,2021-06-30 09:04:00+04:30,1,1,1,0,0,0
450,2021-06-30 09:05:00+04:30,1,0,1,0,1,1
451,2021-06-30 09:06:00+04:30,0,0,0,0,1,1
452,2021-06-30 09:07:00+04:30,0,0,0,0,1,1
453,2021-06-30 09:08:00+04:30,0,0,0,0,1,0
454,2021-06-30 09:09:00+04:30,0,0,0,0,1,0
455,2021-06-30 09:10:00+04:30,0,0,0,0,1,0
456,2021-06-30 09:11:00+04:30,0,0,0,0,1,0
457,2021-06-30 09:12:00+04:30,0,0,0,0,1,0
458,2021-06-30 09:13:00+04:30,0,0,0,0,1,0
459,2021-06-30 09:14:00+04:30,0,0,0,0,1,0
460,2021-06-30 09:15:00+04:30,0,0,0,0,1,0
461,2021-06-30 09:16:00+04:30,0,0,0,0,1,0
462,2021-06-30 09:17:00+04:30,0,0,0,0,1,0
463,2021-06-30 09:18:00+04:30,0,0,0,0,1,0
464,2021-06-30 09:19:00+04:30,0,0,0,0,1,0
465,2021-06-30 09:20:00+04:30,0,0,0,0,1,0
466,2021-06-30 09:21:00+04:30,0,0,0,0,1,0
467,2021-06-30 09:22:00+04:30,1,0,0,0,1,0
468,2021-06-30 09:23:00+04:30,1,0,0,0,1,0
469,2021-06-30 09:24:00+04:30,0,0,0,0,1,0
470,2021-06-30 09:25:00+04:30,0,0,0,0,1,0
471,2021-06-30 09:26:00+04:30,1,0,0,0,1,0
472,2021-06-30 09:27:00+04:30,1,0,0,0,1,0
473,2021-06-30 09:28:00+04:30,1,0,0,0,1,0
474,2021-06-30 09:29:00+04:30,0,0,0,0,1,0
475,2021-06-30 09:30:00+04:30,0,0,0,0,1,0
476,2021-06-30 09:31:00+04:30,0,0,0,0,1,0
477,2021-06-30 09:32:00+04:30,1,0,0,0,1,0
478,2021-06-30 09:33:00+04:30,1,0,0,0,1,0
479,2021-06-30 09:34:00+04:30,1,0,0,0,1,0
480,2021-06-30 09:35:00+04:30,1,1,0,0,0,0
481,2021-06-30 09:36:00+04:30,1,1,0,0,0,0
482,2021-06-30 09:37:00+04:30,1,1,0,0,0,0
483,2021-06-30 09:38:00+04:30,1,1,0,0,0,0
484,2021-06-30 09:39:00+04:30,1,1,0,0,0,0
485,2021-06-30 09:40:00+04:30,1,1,0,0,0,0
486,2021-06-30 09:41:00+04:30,1,1,0,0,0,0
487,2021-06-30 09:42:00+04:30,1,1,0,0,0,0
488,2021-06-30 09:43:00+04:30,0,1,0,0,0,0
489,2021-06-30 09:44:00+04:30,0,1,0,0,0,0
490,2021-06-30 09:45:00+04:30,1,1,0,0,0,0
491,2021-06-30 09:46:00+04:30,0,1,0,0,0,0
492,2021-06-30 09:47:00+04:30,1,1,1,0,0,0
493,2021-06-30 09:48:00+04:30,1,1,1,0,0,0
494,2021-06-30 09:49:00+04:30,0,1,1,0,0,0
495,2021-06-30 09:50:00+04:30,0,1,1,0,0,0
496,2021-06-30 09:51:00+04:30,0,1,1,0,0,0
497,2021-06-30 09:52:00+04:30,0,0,0,0,1,0
498,2021-06-30 09:53:00+04:30,0,1,0,0,0,0
499,2021-06-30 09:54:00+04:30,0,1,0,0,0,0
