,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26
454,33741.335,33691.515,33763.695,33764.085,33657.95
455,33743.744999999995,33696.84,33761.005,33764.085,33680.03
456,33747.7,33701.025,33753.8,33764.085,33674.74
457,33754.025,33710.990000000005,33741.565,33764.085,33680.04
458,33759.270000000004,33716.055,33728.985,33764.085,33741.24
459,33770.53,33727.315,33725.979999999996,33764.085,33739.27
460,33777.28,33735.255000000005,33721.015,33763.695,33703.13
461,33777.28,33740.494999999995,33722.745,33763.695,33691.15
462,33777.28,33747.865000000005,33730.515,33763.695,33685.41
463,33777.28,33754.275,33737.350000000006,33763.695,33689.79
464,33783.457500000004,33760.58,33737.350000000006,33763.695,33676.73
465,33787.552500000005,33760.58,33730.33500000001,33763.695,33709.54
466,33789.582500000004,33760.58,33713.01,33751.19,33754.0
467,33789.8725,33760.58,33713.01,33751.19,33751.14
468,33788.99,33760.58,33713.01,33751.19,33746.4
469,33783.085,33760.58,33712.0,33750.18,33777.47
470,33780.585,33760.58,33705.555,33743.735,33860.8
471,33782.667499999996,33760.58,33705.555,33743.735,33842.02
472,33790.619999999995,33760.58,33689.515,33741.045,33823.16
473,33794.575,33760.58,33683.455,33733.84,-1.0
474,33800.9,33760.58,33671.05,33721.604999999996,-1.0
475,33798.835,33760.58,33671.045,33709.02,-1.0
476,33798.835,33760.58,33650.0,33684.97,-1.0
477,33785.625,33760.58,33646.494999999995,33684.505000000005,-1.0
478,33763.89,33760.58,33641.515,33679.525,-1.0
479,33763.89,33760.58,33641.515,33679.525,-1.0
480,33763.89,33760.58,33641.515,33679.525,-1.0
481,33762.545,33760.58,33638.84,33679.525,-1.0
482,33758.942500000005,33760.58,33637.65,33679.525,-1.0
483,33752.825,33760.58,33637.65,33679.525,-1.0
484,33746.535,33760.58,33667.91,33679.525,-1.0
485,33745.0325,33760.58,33668.59,33679.525,-1.0
486,33742.354999999996,33760.58,33668.59,33679.525,-1.0
487,33743.22,33760.58,33690.07,33679.525,-1.0
488,33747.104999999996,33760.58,33697.97,33679.525,-1.0
489,33750.52250000001,33760.58,33697.97,33668.59,-1.0
490,33750.52250000001,33760.58,33703.545,33668.59,-1.0
491,33747.015,33760.58,33705.134999999995,33668.59,-1.0
492,33732.100000000006,33751.58,33712.655,33672.645000000004,-1.0
493,33732.100000000006,33751.58,33716.41,33675.29,-1.0
494,33732.100000000006,33751.58,33716.41,33675.29,-1.0
495,33731.09,33750.57,33726.14,33685.020000000004,-1.0
496,33724.645000000004,33744.125,33772.17,33731.05,-1.0
497,33724.645000000004,33744.125,33773.64,33732.520000000004,-1.0
498,33715.28,33744.125,33773.64,33732.520000000004,-1.0
