,date,tenkensen,kijunsen,spanA,spanB,chiku,kijunAndSpanBCross,tenkensenAndkijunsen,priceAndABSpan,tenkensenAndPriceWithKijunsen,sAAndB
2146,1970-09-08,1,1,1,1,1.0,0,1,1,1,0
2147,1970-09-09,1,1,1,1,1.0,0,1,1,1,0
2148,1970-09-10,1,1,1,1,1.0,0,1,1,1,0
2149,1970-09-11,1,1,1,1,1.0,0,1,1,1,0
2150,1970-09-14,0,1,1,1,1.0,0,1,1,0,0
2151,1970-09-15,0,1,1,1,1.0,0,1,1,0,0
2152,1970-09-16,1,1,1,1,1.0,0,1,1,1,0
2153,1970-09-17,1,1,1,1,1.0,0,1,1,1,0
2154,1970-09-18,1,1,1,1,1.0,0,1,1,1,0
2155,1970-09-21,1,1,1,1,1.0,0,1,1,1,0
2156,1970-09-22,0,1,1,1,1.0,0,1,1,0,0
2157,1970-09-23,1,1,1,1,1.0,0,1,1,1,0
2158,1970-09-24,1,1,1,1,1.0,0,1,1,1,0
2159,1970-09-25,1,1,1,1,1.0,1,1,1,1,0
2160,1970-09-28,1,1,1,1,1.0,1,1,1,1,0
2161,1970-09-29,1,1,1,1,1.0,1,1,1,1,0
2162,1970-09-30,1,1,1,1,1.0,1,1,1,1,0
2163,1970-10-01,1,1,1,1,1.0,1,1,1,1,0
2164,1970-10-02,1,1,1,1,1.0,1,1,1,1,0
2165,1970-10-05,1,1,1,1,1.0,1,1,1,1,0
2166,1970-10-06,1,1,1,1,1.0,1,1,1,1,0
2167,1970-10-07,1,1,1,1,1.0,1,1,1,1,0
2168,1970-10-08,1,1,1,1,1.0,1,1,1,1,0
2169,1970-10-09,0,1,1,1,1.0,1,1,1,0,0
2170,1970-10-12,0,1,1,1,1.0,1,1,1,0,1
2171,1970-10-13,0,1,1,1,1.0,1,1,1,0,1
2172,1970-10-14,0,1,1,1,1.0,1,1,1,0,1
2173,1970-10-15,0,1,1,1,1.0,1,1,1,0,1
2174,1970-10-16,0,1,1,1,1.0,1,1,1,0,1
2175,1970-10-19,0,0,1,1,1.0,1,1,1,0,1
2176,1970-10-20,0,1,1,1,1.0,1,1,1,0,1
2177,1970-10-21,0,1,1,1,1.0,1,1,1,0,1
2178,1970-10-22,0,1,1,1,1.0,1,1,1,0,1
2179,1970-10-23,1,1,1,1,1.0,1,1,1,1,1
2180,1970-10-26,1,1,1,1,1.0,1,1,1,1,1
2181,1970-10-27,1,1,1,1,1.0,1,1,1,1,1
2182,1970-10-28,1,1,1,1,1.0,1,0,1,0,1
2183,1970-10-29,1,1,1,1,1.0,1,1,1,1,1
2184,1970-10-30,1,1,1,1,1.0,1,1,1,1,1
2185,1970-11-02,1,1,1,1,1.0,1,1,1,1,1
2186,1970-11-03,1,1,1,1,1.0,1,1,1,1,1
2187,1970-11-04,1,1,1,1,1.0,1,0,1,0,1
2188,1970-11-05,0,0,1,1,1.0,1,0,1,0,1
2189,1970-11-06,0,0,1,1,1.0,1,0,1,0,1
2190,1970-11-09,1,1,1,1,0.0,1,0,1,0,1
2191,1970-11-10,1,1,1,1,0.0,1,0,1,0,1
2192,1970-11-11,0,1,1,1,0.0,1,1,1,0,1
2193,1970-11-12,0,1,1,1,0.0,1,1,1,0,1
2194,1970-11-13,0,0,1,1,0.0,1,1,1,0,1
2195,1970-11-16,0,0,1,1,1.0,1,0,1,0,1
2196,1970-11-17,0,0,1,1,1.0,1,1,1,0,1
2197,1970-11-18,0,0,1,1,1.0,1,1,1,0,1
2198,1970-11-19,0,0,0,1,1.0,1,1,0,0,1
2199,1970-11-20,1,1,1,1,1.0,1,1,1,1,1
2200,1970-11-23,1,1,1,1,1.0,1,1,1,1,1
2201,1970-11-24,1,1,1,1,1.0,1,1,1,1,1
2202,1970-11-25,1,1,1,1,1.0,1,1,1,1,1
2203,1970-11-27,1,1,1,1,1.0,1,1,1,1,1
2204,1970-11-30,1,1,1,1,1.0,1,1,1,1,1
2205,1970-12-01,1,1,1,1,1.0,1,1,1,1,1
2206,1970-12-02,1,1,1,1,1.0,1,1,1,1,1
2207,1970-12-03,1,1,1,1,1.0,1,1,1,1,1
2208,1970-12-04,1,1,1,1,1.0,1,1,1,1,1
2209,1970-12-07,1,1,1,1,1.0,1,1,1,1,1
2210,1970-12-08,1,1,1,1,1.0,1,1,1,1,1
2211,1970-12-09,1,1,1,1,1.0,1,1,1,1,1
2212,1970-12-10,1,1,1,1,1.0,1,1,1,1,1
2213,1970-12-11,1,1,1,1,1.0,1,1,1,1,1
2214,1970-12-14,0,1,1,1,1.0,1,1,1,0,1
2215,1970-12-15,0,1,1,1,1.0,1,1,1,0,1
2216,1970-12-16,0,1,1,1,1.0,1,1,1,0,1
2217,1970-12-17,0,1,1,1,1.0,1,1,1,0,1
2218,1970-12-18,1,1,1,1,1.0,1,1,1,1,1
2219,1970-12-21,1,1,1,1,1.0,1,1,1,1,1
2220,1970-12-22,1,1,1,1,1.0,1,1,1,1,1
2221,1970-12-23,0,1,1,1,1.0,1,1,1,0,1
2222,1970-12-24,1,1,1,1,1.0,1,1,1,1,1
2223,1970-12-28,1,1,1,1,1.0,1,1,1,1,1
2224,1970-12-29,1,1,1,1,1.0,1,1,1,1,1
2225,1970-12-30,1,1,1,1,1.0,1,1,1,1,1
2226,1970-12-31,1,1,1,1,1.0,1,1,1,1,1
2227,1971-01-04,0,1,1,1,1.0,1,1,1,0,1
2228,1971-01-05,1,1,1,1,1.0,1,1,1,1,1
2229,1971-01-06,1,1,1,1,1.0,1,1,1,1,1
2230,1971-01-07,1,1,1,1,1.0,1,1,1,1,1
2231,1971-01-08,0,1,1,1,1.0,1,1,1,0,1
2232,1971-01-11,0,1,1,1,0.0,1,1,1,0,1
2233,1971-01-12,1,1,1,1,1.0,1,1,1,1,1
2234,1971-01-13,1,1,1,1,1.0,1,1,1,1,1
2235,1971-01-14,0,1,1,1,0.0,1,1,1,0,1
2236,1971-01-15,0,0,1,1,0.0,1,1,1,0,1
2237,1971-01-18,0,0,1,1,0.0,1,1,1,0,1
2238,1971-01-19,0,0,1,1,1.0,1,1,1,0,1
2239,1971-01-20,0,0,1,1,1.0,1,0,1,0,1
2240,1971-01-21,1,1,1,1,1.0,1,0,1,0,1
2241,1971-01-22,1,1,1,1,1.0,1,0,1,0,1
2242,1971-01-25,1,1,1,1,1.0,1,1,1,1,1
2243,1971-01-26,1,1,1,1,1.0,1,1,1,1,1
2244,1971-01-27,1,1,1,1,1.0,1,1,1,1,1
2245,1971-01-28,0,0,1,1,1.0,1,0,1,0,1
2246,1971-01-29,1,1,1,1,1.0,1,1,1,1,1
2247,1971-02-01,1,1,1,1,1.0,1,1,1,1,1
2248,1971-02-02,1,1,1,1,1.0,1,1,1,1,1
2249,1971-02-03,1,1,1,1,1.0,1,1,1,1,1
2250,1971-02-04,1,1,1,1,1.0,1,1,1,1,1
2251,1971-02-05,1,1,1,1,1.0,1,1,1,1,1
2252,1971-02-08,1,1,1,1,1.0,1,1,1,1,1
2253,1971-02-09,1,1,1,1,1.0,1,1,1,1,1
2254,1971-02-10,1,1,1,1,1.0,1,1,1,1,1
2255,1971-02-11,1,1,1,1,1.0,1,1,1,1,1
2256,1971-02-12,1,1,1,1,1.0,1,1,1,1,1
2257,1971-02-16,1,1,1,1,1.0,1,1,1,1,1
2258,1971-02-17,1,1,1,1,1.0,1,1,1,1,1
2259,1971-02-18,0,1,1,1,1.0,1,1,1,0,1
2260,1971-02-19,0,1,1,1,1.0,1,1,1,0,1
2261,1971-02-22,0,1,1,1,1.0,1,1,1,0,1
2262,1971-02-23,1,1,1,1,1.0,1,1,1,1,1
2263,1971-02-24,1,1,1,1,1.0,1,1,1,1,1
2264,1971-02-25,0,1,1,1,1.0,1,1,1,0,1
2265,1971-02-26,1,1,1,1,1.0,1,1,1,1,1
2266,1971-03-01,1,1,1,1,1.0,1,1,1,1,1
2267,1971-03-02,1,1,1,1,1.0,1,1,1,1,1
2268,1971-03-03,1,1,1,1,1.0,1,1,1,1,1
2269,1971-03-04,1,1,1,1,1.0,1,1,1,1,1
2270,1971-03-05,1,1,1,1,1.0,1,1,1,1,1
2271,1971-03-08,1,1,1,1,1.0,1,1,1,1,1
2272,1971-03-09,1,1,1,1,1.0,1,1,1,1,1
2273,1971-03-10,1,1,1,1,1.0,1,1,1,1,1
2274,1971-03-11,1,1,1,1,1.0,1,1,1,1,1
2275,1971-03-12,1,1,1,1,1.0,1,1,1,1,1
2276,1971-03-15,1,1,1,1,1.0,1,1,1,1,1
2277,1971-03-16,1,1,1,1,1.0,1,1,1,1,1
2278,1971-03-17,1,1,1,1,1.0,1,1,1,1,1
2279,1971-03-18,1,1,1,1,1.0,1,1,1,1,1
2280,1971-03-19,1,1,1,1,1.0,1,1,1,1,1
2281,1971-03-22,1,1,1,1,1.0,1,1,1,1,1
2282,1971-03-23,0,1,1,1,1.0,1,1,1,0,1
2283,1971-03-24,0,1,1,1,1.0,1,1,1,0,1
2284,1971-03-25,0,1,1,1,1.0,1,1,1,0,1
2285,1971-03-26,0,1,1,1,1.0,1,1,1,0,1
2286,1971-03-29,0,1,1,1,1.0,1,1,1,0,1
2287,1971-03-30,0,1,1,1,1.0,1,1,1,0,1
2288,1971-03-31,0,1,1,1,1.0,1,1,1,0,1
2289,1971-04-01,0,1,1,1,1.0,1,1,1,0,1
2290,1971-04-02,1,1,1,1,1.0,1,1,1,1,1
2291,1971-04-05,1,1,1,1,1.0,1,1,1,1,1
2292,1971-04-06,1,1,1,1,1.0,1,1,1,1,1
2293,1971-04-07,1,1,1,1,1.0,1,1,1,1,1
2294,1971-04-08,0,1,1,1,1.0,1,1,1,0,1
2295,1971-04-12,0,1,1,1,1.0,1,1,1,0,1
2296,1971-04-13,0,1,1,1,1.0,1,1,1,0,1
2297,1971-04-14,0,1,1,1,1.0,1,1,1,0,1
2298,1971-04-15,0,1,1,1,1.0,1,1,1,0,1
2299,1971-04-16,0,0,1,1,1.0,1,1,1,0,1
2300,1971-04-19,0,0,1,1,1.0,1,1,1,0,1
2301,1971-04-20,0,0,1,1,1.0,1,1,1,0,1
2302,1971-04-21,0,0,1,1,0.0,1,1,1,0,1
2303,1971-04-22,0,0,1,1,0.0,1,0,1,0,1
2304,1971-04-23,0,0,1,1,0.0,1,0,1,0,1
2305,1971-04-26,1,0,1,1,0.0,1,0,1,0,1
2306,1971-04-27,1,1,1,1,0.0,1,0,1,0,1
2307,1971-04-28,1,1,1,1,0.0,1,0,1,0,1
2308,1971-04-29,1,1,1,1,0.0,1,0,1,0,1
2309,1971-04-30,1,1,1,1,0.0,1,0,1,0,1
2310,1971-05-03,0,0,1,1,0.0,1,0,1,0,1
2311,1971-05-04,0,0,1,1,0.0,1,0,1,0,1
2312,1971-05-05,0,0,1,1,0.0,1,0,1,0,1
2313,1971-05-06,0,0,1,1,0.0,1,0,1,0,1
2314,1971-05-07,0,0,0,1,0.0,1,0,0,0,1
2315,1971-05-10,0,0,0,1,0.0,1,0,0,0,1
2316,1971-05-11,0,0,0,1,0.0,1,0,0,0,1
2317,1971-05-12,0,0,0,1,0.0,1,0,0,0,1
2318,1971-05-13,0,0,0,1,0.0,1,0,0,0,1
2319,1971-05-14,0,0,0,0,0.0,1,0,0,0,1
2320,1971-05-17,0,0,0,0,0.0,1,0,0,0,1
2321,1971-05-18,0,0,0,1,0.0,1,0,0,0,1
2322,1971-05-19,0,0,0,1,0.0,1,0,0,0,1
2323,1971-05-20,1,1,0,1,0.0,1,0,0,0,1
2324,1971-05-21,1,0,0,1,0.0,1,0,0,0,1
2325,1971-05-24,1,0,0,1,0.0,1,0,0,0,1
2326,1971-05-25,0,0,0,0,0.0,1,0,0,0,1
2327,1971-05-26,0,0,0,0,0.0,1,0,0,0,1
2328,1971-05-27,0,0,0,0,0.0,1,0,0,0,1
2329,1971-05-28,0,0,0,0,0.0,1,0,0,0,1
2330,1971-06-01,0,0,0,0,0.0,1,0,0,0,1
2331,1971-06-02,0,0,0,0,0.0,1,0,0,0,1
2332,1971-06-03,0,0,0,0,0.0,-1,0,0,0,1
2333,1971-06-04,0,0,0,0,0.0,-1,0,0,0,1
2334,1971-06-07,0,0,0,0,0.0,0,0,0,0,1
2335,1971-06-08,0,0,0,0,0.0,0,0,0,0,1
2336,1971-06-09,0,0,0,0,0.0,0,0,0,0,1
2337,1971-06-10,0,0,0,0,0.0,0,0,0,0,1
2338,1971-06-11,1,0,0,0,0.0,0,0,0,0,1
2339,1971-06-14,0,0,0,0,0.0,0,0,0,0,1
2340,1971-06-15,1,0,0,0,0.0,0,0,0,0,1
2341,1971-06-16,1,0,0,0,0.0,0,0,0,0,1
2342,1971-06-17,1,0,0,0,0.0,0,0,0,0,1
2343,1971-06-18,0,0,0,0,0.0,0,0,0,0,1
2344,1971-06-21,0,0,0,0,0.0,0,0,0,0,1
2345,1971-06-22,0,0,0,0,0.0,0,0,0,0,1
2346,1971-06-23,0,0,0,0,0.0,0,0,0,0,1
2347,1971-06-24,0,0,0,0,0.0,0,0,0,0,1
2348,1971-06-25,0,0,0,0,0.0,0,0,0,0,1
2349,1971-06-28,0,0,0,0,0.0,0,0,0,0,1
2350,1971-06-29,0,0,0,0,0.0,0,0,0,0,0
2351,1971-06-30,1,0,0,0,0.0,0,0,0,0,0
2352,1971-07-01,1,0,0,0,0.0,0,0,0,0,0
2353,1971-07-02,1,0,0,0,0.0,0,0,0,0,0
2354,1971-07-06,1,0,0,0,0.0,0,0,0,0,0
2355,1971-07-07,0,0,0,0,0.0,0,0,0,0,0
2356,1971-07-08,0,0,0,0,0.0,0,0,0,0,0
2357,1971-07-09,1,0,0,0,0.0,0,0,0,0,0
2358,1971-07-12,1,0,0,0,0.0,0,0,0,0,0
2359,1971-07-13,0,0,0,0,0.0,0,0,0,0,0
2360,1971-07-14,0,0,0,0,0.0,0,0,0,0,0
2361,1971-07-15,0,0,0,0,0.0,0,0,0,0,0
2362,1971-07-16,0,0,0,0,0.0,0,0,0,0,0
2363,1971-07-19,0,0,0,0,0.0,0,0,0,0,0
2364,1971-07-20,0,0,0,0,0.0,0,0,0,0,0
2365,1971-07-21,0,0,0,0,0.0,0,0,0,0,0
2366,1971-07-22,0,0,0,0,0.0,0,0,0,0,0
2367,1971-07-23,0,0,0,0,0.0,0,0,0,0,0
2368,1971-07-26,0,0,0,0,0.0,0,0,0,0,0
2369,1971-07-27,0,0,0,0,0.0,0,0,0,0,0
2370,1971-07-28,1,0,0,0,0.0,0,0,0,0,0
2371,1971-07-29,1,0,0,0,0.0,0,0,0,0,0
2372,1971-07-30,0,0,0,0,0.0,0,0,0,0,0
2373,1971-08-02,0,0,0,0,0.0,0,0,0,0,0
2374,1971-08-03,0,0,0,0,0.0,0,0,0,0,0
2375,1971-08-04,0,0,0,0,0.0,0,0,0,0,0
2376,1971-08-05,0,0,0,0,0.0,0,0,0,0,0
2377,1971-08-06,0,0,0,0,0.0,0,0,0,0,0
2378,1971-08-09,0,0,0,0,0.0,0,0,0,0,0
2379,1971-08-10,0,0,0,0,0.0,0,0,0,0,0
2380,1971-08-11,0,0,0,0,0.0,0,0,0,0,0
2381,1971-08-12,1,0,0,0,0.0,0,0,0,0,0
2382,1971-08-13,1,0,0,0,0.0,0,0,0,0,0
2383,1971-08-16,1,1,0,0,0.0,0,0,0,0,0
2384,1971-08-17,1,1,0,0,0.0,0,0,0,0,0
2385,1971-08-18,1,1,0,0,1.0,0,0,0,0,0
2386,1971-08-19,1,1,0,0,1.0,0,0,0,0,0
2387,1971-08-20,1,1,0,0,1.0,0,0,0,0,0
2388,1971-08-23,1,1,0,0,1.0,0,0,0,0,0
2389,1971-08-24,1,1,1,0,1.0,0,1,0,1,0
2390,1971-08-25,1,1,1,0,1.0,0,1,0,1,0
2391,1971-08-26,1,1,1,0,0.0,0,1,0,1,0
2392,1971-08-27,1,1,1,0,0.0,0,1,0,1,0
2393,1971-08-30,0,1,1,0,1.0,0,1,0,0,0
2394,1971-08-31,0,1,0,0,1.0,0,1,0,0,0
2395,1971-09-01,0,0,0,0,1.0,0,1,0,0,0
2396,1971-09-02,0,0,0,0,1.0,0,1,0,0,0
2397,1971-09-03,0,1,1,0,1.0,0,1,0,0,0
2398,1971-09-07,1,1,1,0,1.0,0,1,0,1,0
2399,1971-09-08,1,1,1,0,1.0,0,1,0,1,0
2400,1971-09-09,0,1,1,0,1.0,0,1,0,0,0
2401,1971-09-10,0,1,1,0,1.0,0,1,0,0,0
2402,1971-09-13,0,0,0,0,1.0,0,1,0,0,0
2403,1971-09-14,0,0,0,0,1.0,0,1,0,0,0
2404,1971-09-15,0,1,1,0,1.0,0,1,0,0,0
2405,1971-09-16,0,0,1,0,1.0,0,1,0,0,0
2406,1971-09-17,0,0,1,0,1.0,0,1,0,0,0
2407,1971-09-20,0,1,1,0,1.0,0,1,0,0,0
2408,1971-09-21,1,1,1,0,1.0,0,1,0,1,0
2409,1971-09-22,1,1,1,0,0.0,0,1,0,1,0
2410,1971-09-23,1,0,1,0,0.0,0,0,0,0,0
2411,1971-09-24,1,0,1,0,0.0,0,0,0,0,0
2412,1971-09-27,0,0,1,0,0.0,0,0,0,0,0
2413,1971-09-28,0,0,1,0,0.0,0,0,0,0,0
2414,1971-09-29,0,0,1,0,0.0,0,0,0,0,0
2415,1971-09-30,0,0,1,0,0.0,0,0,0,0,0
2416,1971-10-01,1,0,1,0,0.0,0,0,0,0,0
2417,1971-10-04,1,0,1,0,0.0,0,0,0,0,0
2418,1971-10-05,1,0,1,0,0.0,1,0,0,0,0
2419,1971-10-06,1,1,1,1,1.0,1,0,1,0,0
2420,1971-10-07,1,1,1,1,1.0,1,0,1,0,0
2421,1971-10-08,0,0,1,0,1.0,1,0,0,0,0
2422,1971-10-11,0,0,0,0,1.0,1,0,0,0,1
2423,1971-10-12,1,1,1,1,1.0,1,1,1,1,1
2424,1971-10-13,1,1,1,1,0.0,1,1,1,1,1
2425,1971-10-14,0,1,1,1,0.0,1,1,1,0,1
2426,1971-10-15,0,1,1,1,0.0,1,1,1,0,1
2427,1971-10-18,0,1,1,1,0.0,1,1,1,0,1
2428,1971-10-19,0,1,1,1,1.0,1,1,1,0,1
2429,1971-10-20,0,0,0,1,0.0,1,1,0,0,1
2430,1971-10-21,0,0,0,0,0.0,1,1,0,0,1
2431,1971-10-22,0,0,0,0,0.0,1,1,0,0,1
2432,1971-10-25,0,0,0,1,0.0,1,1,0,0,1
2433,1971-10-26,0,0,0,0,0.0,1,0,0,0,1
2434,1971-10-27,0,0,0,0,0.0,1,0,0,0,1
2435,1971-10-28,0,0,0,0,0.0,1,0,0,0,1
2436,1971-10-29,0,0,0,0,0.0,1,0,0,0,1
2437,1971-11-01,0,0,0,0,0.0,1,0,0,0,1
2438,1971-11-02,0,0,0,0,0.0,1,0,0,0,1
2439,1971-11-03,1,1,0,1,0.0,1,0,0,0,1
2440,1971-11-04,1,0,0,0,0.0,1,0,0,0,1
2441,1971-11-05,1,0,0,0,0.0,1,0,0,0,1
2442,1971-11-08,1,0,0,0,0.0,1,0,0,0,1
2443,1971-11-09,1,0,0,0,0.0,1,0,0,0,1
2444,1971-11-10,0,0,0,0,0.0,1,0,0,0,1
2445,1971-11-11,0,0,0,0,0.0,1,0,0,0,1
2446,1971-11-12,0,0,0,0,0.0,1,0,0,0,1
2447,1971-11-15,0,0,0,0,0.0,1,0,0,0,1
2448,1971-11-16,1,1,0,1,0.0,1,0,0,0,1
2449,1971-11-17,1,0,0,0,0.0,1,0,0,0,1
2450,1971-11-18,0,0,0,0,0.0,1,0,0,0,1
2451,1971-11-19,0,0,0,0,0.0,1,0,0,0,1
2452,1971-11-22,0,0,0,0,0.0,1,0,0,0,1
2453,1971-11-23,0,0,0,0,0.0,0,0,0,0,1
2454,1971-11-24,0,0,0,0,1.0,0,0,0,0,1
2455,1971-11-26,1,0,0,0,1.0,0,0,0,0,1
2456,1971-11-29,1,1,0,1,1.0,0,0,0,0,1
2457,1971-11-30,1,1,0,1,1.0,0,0,0,0,1
2458,1971-12-01,1,1,1,1,1.0,0,1,1,1,1
2459,1971-12-02,1,1,1,1,1.0,0,1,1,1,1
2460,1971-12-03,1,1,1,1,1.0,1,1,1,1,1
2461,1971-12-06,1,1,1,1,1.0,1,1,1,1,1
2462,1971-12-07,1,1,1,1,1.0,1,1,1,1,1
2463,1971-12-08,1,1,1,1,1.0,1,1,1,1,1
2464,1971-12-09,1,1,1,1,1.0,1,1,1,1,1
2465,1971-12-10,1,1,1,1,1.0,1,1,1,1,1
2466,1971-12-13,1,1,1,1,1.0,1,1,1,1,1
2467,1971-12-14,1,1,1,1,1.0,1,1,1,1,0
2468,1971-12-15,1,1,1,1,1.0,1,1,1,1,0
2469,1971-12-16,1,1,1,1,1.0,1,1,1,1,0
2470,1971-12-17,1,1,1,1,1.0,1,1,1,1,0
2471,1971-12-20,1,1,1,1,1.0,1,1,1,1,0
2472,1971-12-21,1,1,1,1,1.0,1,1,1,1,0
2473,1971-12-22,1,1,1,1,1.0,1,1,1,1,0
2474,1971-12-23,1,1,1,1,1.0,1,1,1,1,0
2475,1971-12-27,0,1,1,1,1.0,1,1,1,0,0
2476,1971-12-28,1,1,1,1,1.0,1,1,1,1,0
2477,1971-12-29,1,1,1,1,1.0,1,1,1,1,0
2478,1971-12-30,0,1,1,1,1.0,1,1,1,0,0
2479,1971-12-31,0,1,1,1,1.0,1,1,1,0,0
2480,1972-01-03,0,1,1,1,1.0,1,1,1,0,0
2481,1972-01-04,1,1,1,1,1.0,1,1,1,1,0
2482,1972-01-05,1,1,1,1,1.0,1,1,1,1,0
2483,1972-01-06,1,1,1,1,1.0,1,1,1,1,0
2484,1972-01-07,1,1,1,1,1.0,1,1,1,1,0
2485,1972-01-10,1,1,1,1,1.0,1,1,1,1,0
2486,1972-01-11,1,1,1,1,1.0,1,1,1,1,0
2487,1972-01-12,1,1,1,1,1.0,1,1,1,1,0
2488,1972-01-13,1,1,1,1,1.0,1,1,1,1,0
2489,1972-01-14,1,1,1,1,1.0,1,1,1,1,0
2490,1972-01-17,1,1,1,1,1.0,1,1,1,1,1
2491,1972-01-18,1,1,1,1,1.0,1,1,1,1,1
2492,1972-01-19,1,1,1,1,1.0,1,1,1,1,1
2493,1972-01-20,1,1,1,1,1.0,1,1,1,1,1
2494,1972-01-21,1,1,1,1,1.0,1,1,1,1,1
2495,1972-01-24,1,1,1,1,1.0,1,1,1,1,1
2496,1972-01-25,1,1,1,1,1.0,1,1,1,1,1
2497,1972-01-26,1,1,1,1,1.0,1,1,1,1,1
2498,1972-01-27,1,1,1,1,1.0,1,1,1,1,1
2499,1972-01-28,1,1,1,1,1.0,1,1,1,1,1
2500,1972-01-31,1,1,1,1,1.0,1,1,1,1,1
2501,1972-02-01,1,1,1,1,1.0,1,1,1,1,1
2502,1972-02-02,1,1,1,1,1.0,1,1,1,1,1
2503,1972-02-03,1,1,1,1,1.0,1,1,1,1,1
2504,1972-02-04,1,1,1,1,1.0,1,1,1,1,1
2505,1972-02-07,1,1,1,1,1.0,1,1,1,1,1
2506,1972-02-08,1,1,1,1,1.0,1,1,1,1,1
2507,1972-02-09,1,1,1,1,1.0,1,1,1,1,1
2508,1972-02-10,1,1,1,1,1.0,1,1,1,1,1
2509,1972-02-11,1,1,1,1,1.0,1,1,1,1,1
2510,1972-02-14,0,1,1,1,1.0,1,1,1,0,1
2511,1972-02-15,0,1,1,1,1.0,1,1,1,0,1
2512,1972-02-16,0,1,1,1,1.0,1,1,1,0,1
2513,1972-02-17,0,1,1,1,1.0,1,1,1,0,1
2514,1972-02-18,0,1,1,1,1.0,1,1,1,0,1
2515,1972-02-22,0,1,1,1,1.0,1,1,1,0,1
2516,1972-02-23,0,1,1,1,1.0,1,1,1,0,1
2517,1972-02-24,0,1,1,1,1.0,1,1,1,0,1
2518,1972-02-25,1,1,1,1,1.0,1,1,1,1,1
2519,1972-02-28,0,1,1,1,1.0,1,1,1,0,1
2520,1972-02-29,0,1,1,1,1.0,1,1,1,0,1
2521,1972-03-01,1,1,1,1,1.0,1,1,1,1,1
2522,1972-03-02,1,1,1,1,1.0,1,1,1,1,1
2523,1972-03-03,1,1,1,1,1.0,1,1,1,1,1
2524,1972-03-06,1,1,1,1,1.0,1,1,1,1,1
2525,1972-03-07,1,1,1,1,1.0,1,1,1,1,1
2526,1972-03-08,1,1,1,1,1.0,1,1,1,1,1
2527,1972-03-09,1,1,1,1,1.0,1,1,1,1,1
2528,1972-03-10,1,1,1,1,0.0,1,1,1,1,1
2529,1972-03-13,0,0,1,1,1.0,1,1,1,0,1
2530,1972-03-14,0,0,1,1,1.0,1,1,1,0,1
2531,1972-03-15,0,0,1,1,1.0,1,1,1,0,1
2532,1972-03-16,0,0,1,1,1.0,1,1,1,0,1
2533,1972-03-17,1,1,1,1,1.0,1,1,1,1,1
2534,1972-03-20,1,1,1,1,1.0,1,1,1,1,1
2535,1972-03-21,1,1,1,1,1.0,1,1,1,1,1
2536,1972-03-22,1,1,1,1,1.0,1,1,1,1,1
2537,1972-03-23,1,1,1,1,1.0,1,0,1,0,1
2538,1972-03-24,1,1,1,1,1.0,1,1,1,1,1
2539,1972-03-27,1,1,1,1,1.0,1,1,1,1,1
2540,1972-03-28,1,1,1,1,1.0,1,1,1,1,1
2541,1972-03-29,1,1,1,1,1.0,1,1,1,1,1
2542,1972-03-30,1,1,1,1,1.0,1,1,1,1,1
2543,1972-04-03,1,1,1,1,1.0,1,1,1,1,1
2544,1972-04-04,1,1,1,1,1.0,1,1,1,1,1
2545,1972-04-05,1,1,1,1,1.0,1,1,1,1,1
2546,1972-04-06,1,1,1,1,1.0,1,1,1,1,1
2547,1972-04-07,1,1,1,1,1.0,1,1,1,1,1
2548,1972-04-10,1,1,1,1,1.0,1,1,1,1,1
2549,1972-04-11,1,1,1,1,1.0,1,1,1,1,1
2550,1972-04-12,1,1,1,1,1.0,1,1,1,1,1
2551,1972-04-13,1,1,1,1,1.0,1,1,1,1,1
2552,1972-04-14,1,1,1,1,1.0,1,1,1,1,1
2553,1972-04-17,1,1,1,1,1.0,1,1,1,1,1
2554,1972-04-18,1,1,1,1,1.0,1,1,1,1,1
2555,1972-04-19,0,1,1,1,1.0,1,1,1,0,1
2556,1972-04-20,0,1,1,1,1.0,1,1,1,0,1
2557,1972-04-21,0,1,1,1,1.0,1,1,1,0,1
2558,1972-04-24,0,1,1,1,1.0,1,1,1,0,1
2559,1972-04-25,0,0,1,1,1.0,1,1,1,0,1
2560,1972-04-26,0,0,1,1,1.0,1,1,1,0,1
2561,1972-04-27,0,0,1,1,1.0,1,1,1,0,1
2562,1972-04-28,0,1,1,1,1.0,1,1,1,0,1
2563,1972-05-01,0,0,1,1,1.0,1,1,1,0,1
2564,1972-05-02,0,0,1,1,1.0,1,1,1,0,1
2565,1972-05-03,0,0,1,1,0.0,1,0,1,0,1
2566,1972-05-04,1,0,1,1,0.0,1,0,1,0,1
2567,1972-05-05,1,1,1,1,1.0,1,0,1,0,1
2568,1972-05-08,1,0,1,1,0.0,1,0,1,0,1
2569,1972-05-09,0,0,1,1,1.0,1,0,1,0,1
2570,1972-05-10,1,0,1,1,0.0,1,0,1,0,1
2571,1972-05-11,1,0,1,1,0.0,1,0,1,0,1
2572,1972-05-12,0,0,1,1,1.0,1,0,1,0,1
2573,1972-05-15,1,0,1,1,1.0,1,0,1,0,1
2574,1972-05-16,1,0,1,1,1.0,1,0,1,0,1
2575,1972-05-17,1,1,1,1,1.0,1,0,1,0,1
2576,1972-05-18,1,1,1,1,1.0,1,0,1,0,1
2577,1972-05-19,1,1,1,1,1.0,1,1,1,1,1
2578,1972-05-22,1,1,1,1,1.0,1,1,1,1,1
2579,1972-05-23,1,1,1,1,1.0,1,1,1,1,1
