,date,tenkensen,kijunsen,spanA,spanB,chiku,kijunAndSpanBCross,tenkensenAndkijunsen,priceAndABSpan,tenkensenAndPriceWithKijunsen,sAAndB
8286,1994-12-22,1,1,1,1,1.0,1,1,1,1,1
8287,1994-12-23,1,1,1,1,1.0,1,1,1,1,1
8288,1994-12-27,1,1,1,1,1.0,1,1,1,1,1
8289,1994-12-28,1,1,1,1,1.0,0,1,1,1,1
8290,1994-12-29,1,1,1,1,1.0,0,1,1,1,1
8291,1994-12-30,1,1,1,1,1.0,0,1,1,1,1
8292,1995-01-03,1,1,1,1,1.0,0,1,1,1,1
8293,1995-01-04,1,1,1,1,1.0,0,1,1,1,1
8294,1995-01-05,1,1,1,1,1.0,1,1,1,1,1
8295,1995-01-06,1,1,1,1,1.0,1,1,1,1,1
8296,1995-01-09,1,1,1,1,1.0,1,1,1,1,1
8297,1995-01-10,1,1,1,1,1.0,1,1,1,1,1
8298,1995-01-11,1,1,1,1,1.0,1,1,1,1,1
8299,1995-01-12,1,1,1,1,1.0,1,1,1,1,1
8300,1995-01-13,1,1,1,1,1.0,1,1,1,1,1
8301,1995-01-16,1,1,1,1,1.0,1,1,1,1,1
8302,1995-01-17,1,1,1,1,1.0,1,1,1,1,1
8303,1995-01-18,1,1,1,1,1.0,1,1,1,1,0
8304,1995-01-19,1,1,1,1,1.0,1,1,1,1,0
8305,1995-01-20,0,1,1,1,1.0,1,1,1,0,0
8306,1995-01-23,0,1,1,1,1.0,1,1,1,0,0
8307,1995-01-24,0,1,1,1,1.0,1,1,1,0,0
8308,1995-01-25,0,0,1,1,1.0,1,1,1,0,0
8309,1995-01-26,0,0,1,1,1.0,1,1,1,0,0
8310,1995-01-27,0,0,1,1,1.0,1,1,1,0,0
8311,1995-01-30,0,0,1,0,1.0,1,1,0,0,0
8312,1995-01-31,0,0,1,1,1.0,1,0,1,0,0
8313,1995-02-01,0,0,1,1,1.0,1,0,1,0,0
8314,1995-02-02,1,1,1,1,0.0,1,0,1,0,0
8315,1995-02-03,1,1,1,1,1.0,1,0,1,0,0
8316,1995-02-06,1,1,1,1,1.0,1,0,1,0,0
8317,1995-02-07,1,1,1,1,1.0,1,0,1,0,0
8318,1995-02-08,1,1,1,1,1.0,1,0,1,0,0
8319,1995-02-09,1,1,1,1,1.0,1,0,1,0,0
8320,1995-02-10,1,1,1,1,1.0,1,0,1,0,0
8321,1995-02-13,1,1,1,1,0.0,1,0,1,0,0
8322,1995-02-14,1,1,1,1,0.0,1,0,1,0,0
8323,1995-02-15,1,1,1,1,0.0,1,1,1,1,0
8324,1995-02-16,1,1,1,1,0.0,1,1,1,1,1
8325,1995-02-17,0,1,1,1,0.0,1,1,1,0,1
8326,1995-02-21,0,1,1,1,0.0,1,1,1,0,1
8327,1995-02-22,0,1,1,1,0.0,1,1,1,0,1
8328,1995-02-23,0,1,1,1,0.0,1,1,1,0,1
8329,1995-02-24,0,1,1,1,0.0,1,1,1,0,1
8330,1995-02-27,0,0,0,1,1.0,1,1,0,0,1
8331,1995-02-28,1,1,1,1,1.0,1,1,1,1,1
8332,1995-03-01,1,1,1,1,1.0,1,1,1,1,1
8333,1995-03-02,1,1,1,1,1.0,1,1,1,1,1
8334,1995-03-03,1,1,1,1,1.0,1,1,1,1,1
8335,1995-03-06,1,1,1,1,1.0,1,1,1,1,1
8336,1995-03-07,1,1,1,1,1.0,1,1,1,1,1
8337,1995-03-08,1,1,1,1,1.0,1,1,1,1,1
8338,1995-03-09,1,1,1,1,1.0,1,1,1,1,1
8339,1995-03-10,1,1,1,1,1.0,1,1,1,1,1
8340,1995-03-13,1,1,1,1,1.0,1,1,1,1,1
8341,1995-03-14,1,1,1,1,1.0,1,1,1,1,1
8342,1995-03-15,1,1,1,1,1.0,1,1,1,1,1
8343,1995-03-16,1,1,1,1,1.0,1,1,1,1,1
8344,1995-03-17,1,1,1,1,1.0,1,1,1,1,1
8345,1995-03-20,1,1,1,1,1.0,1,1,1,1,1
8346,1995-03-21,1,1,1,1,1.0,1,1,1,1,1
8347,1995-03-22,0,1,1,1,1.0,1,1,1,0,1
8348,1995-03-23,1,1,1,1,1.0,1,1,1,1,1
8349,1995-03-24,1,1,1,1,1.0,1,1,1,1,1
8350,1995-03-27,1,1,1,1,1.0,1,1,1,1,1
8351,1995-03-28,1,1,1,1,1.0,1,1,1,1,1
8352,1995-03-29,0,1,1,1,1.0,1,1,1,0,1
8353,1995-03-30,0,1,1,1,1.0,1,1,1,0,1
8354,1995-03-31,0,1,1,1,1.0,1,1,1,0,1
8355,1995-04-03,0,1,1,1,1.0,1,1,1,0,1
8356,1995-04-04,0,1,1,1,1.0,1,1,1,0,1
8357,1995-04-05,1,1,1,1,1.0,1,1,1,1,1
8358,1995-04-06,1,1,1,1,1.0,1,1,1,1,1
8359,1995-04-07,1,1,1,1,1.0,1,1,1,1,1
8360,1995-04-10,1,1,1,1,1.0,1,1,1,1,1
8361,1995-04-11,1,1,1,1,1.0,1,1,1,1,1
8362,1995-04-12,1,1,1,1,1.0,1,1,1,1,1
8363,1995-04-13,1,1,1,1,1.0,1,1,1,1,1
8364,1995-04-17,1,1,1,1,1.0,1,1,1,1,1
8365,1995-04-18,1,1,1,1,1.0,1,1,1,1,1
8366,1995-04-19,1,1,1,1,1.0,1,1,1,1,1
8367,1995-04-20,1,1,1,1,1.0,1,1,1,1,1
8368,1995-04-21,1,1,1,1,1.0,1,1,1,1,1
8369,1995-04-24,1,1,1,1,1.0,1,1,1,1,1
8370,1995-04-25,1,1,1,1,1.0,1,1,1,1,1
8371,1995-04-26,1,1,1,1,1.0,1,1,1,1,1
8372,1995-04-27,1,1,1,1,1.0,1,1,1,1,1
8373,1995-04-28,1,1,1,1,1.0,1,1,1,1,1
8374,1995-05-01,1,1,1,1,1.0,1,1,1,1,1
8375,1995-05-02,1,1,1,1,1.0,1,1,1,1,1
8376,1995-05-03,1,1,1,1,1.0,1,1,1,1,1
8377,1995-05-04,1,1,1,1,1.0,1,1,1,1,1
8378,1995-05-05,0,1,1,1,1.0,1,1,1,0,1
8379,1995-05-08,0,1,1,1,1.0,1,1,1,0,1
8380,1995-05-09,0,1,1,1,1.0,1,1,1,0,1
8381,1995-05-10,0,1,1,1,1.0,1,1,1,0,1
8382,1995-05-11,1,1,1,1,1.0,1,1,1,1,1
8383,1995-05-12,1,1,1,1,1.0,1,1,1,1,1
8384,1995-05-15,1,1,1,1,1.0,1,1,1,1,1
8385,1995-05-16,1,1,1,1,1.0,1,1,1,1,1
8386,1995-05-17,1,1,1,1,1.0,1,1,1,1,1
8387,1995-05-18,0,1,1,1,1.0,1,1,1,0,1
8388,1995-05-19,0,1,1,1,1.0,1,1,1,0,1
8389,1995-05-22,1,1,1,1,1.0,1,1,1,1,1
8390,1995-05-23,1,1,1,1,1.0,1,1,1,1,1
8391,1995-05-24,1,1,1,1,1.0,1,1,1,1,1
8392,1995-05-25,1,1,1,1,1.0,1,1,1,1,1
8393,1995-05-26,0,1,1,1,1.0,1,1,1,0,1
8394,1995-05-30,0,1,1,1,0.0,1,1,1,0,1
8395,1995-05-31,0,1,1,1,0.0,1,1,1,0,1
8396,1995-06-01,0,1,1,1,0.0,1,1,1,0,1
8397,1995-06-02,0,1,1,1,0.0,1,1,1,0,1
8398,1995-06-05,0,0,1,1,0.0,1,0,1,0,1
8399,1995-06-06,0,0,1,1,0.0,1,0,1,0,1
8400,1995-06-07,0,0,1,1,0.0,1,0,1,0,1
8401,1995-06-08,0,0,0,1,1.0,1,0,0,0,1
8402,1995-06-09,0,0,0,1,0.0,1,0,0,0,1
8403,1995-06-12,0,0,0,1,0.0,1,0,0,0,1
8404,1995-06-13,0,0,1,1,1.0,1,0,1,0,1
8405,1995-06-14,1,0,1,1,1.0,1,0,1,0,1
8406,1995-06-15,1,0,1,1,1.0,1,0,1,0,1
8407,1995-06-16,1,0,1,1,1.0,1,0,1,0,1
8408,1995-06-19,1,1,1,1,1.0,1,0,1,0,1
8409,1995-06-20,1,1,1,1,1.0,1,0,1,0,1
8410,1995-06-21,1,1,1,1,1.0,1,0,1,0,1
8411,1995-06-22,1,1,1,1,1.0,1,1,1,1,1
8412,1995-06-23,1,1,1,1,1.0,1,1,1,1,1
8413,1995-06-26,1,1,1,1,1.0,1,1,1,1,1
8414,1995-06-27,0,1,1,1,1.0,1,1,1,0,1
8415,1995-06-28,1,1,1,1,1.0,1,1,1,1,1
8416,1995-06-29,1,1,1,1,1.0,1,1,1,1,1
8417,1995-06-30,0,1,1,1,1.0,1,1,1,0,1
8418,1995-07-03,1,1,1,1,1.0,1,1,1,1,1
8419,1995-07-05,0,1,1,1,1.0,1,1,1,0,1
8420,1995-07-06,1,1,1,1,1.0,1,1,1,1,1
8421,1995-07-07,1,1,1,1,1.0,1,1,1,1,1
8422,1995-07-10,1,1,1,1,1.0,1,1,1,1,1
8423,1995-07-11,1,1,1,1,1.0,1,1,1,1,1
8424,1995-07-12,1,1,1,1,1.0,1,1,1,1,1
8425,1995-07-13,1,1,1,1,1.0,1,1,1,1,1
8426,1995-07-14,1,1,1,1,1.0,1,1,1,1,1
8427,1995-07-17,1,1,1,1,1.0,1,1,1,1,1
8428,1995-07-18,1,1,1,1,1.0,1,1,1,1,1
8429,1995-07-19,0,1,1,1,1.0,1,1,1,0,1
8430,1995-07-20,1,1,1,1,1.0,1,1,1,1,1
8431,1995-07-21,1,1,1,1,1.0,1,1,1,1,1
8432,1995-07-24,1,1,1,1,1.0,1,1,1,1,1
8433,1995-07-25,1,1,1,1,1.0,1,1,1,1,1
8434,1995-07-26,1,1,1,1,1.0,1,1,1,1,1
8435,1995-07-27,1,1,1,1,1.0,1,1,1,1,1
8436,1995-07-28,1,1,1,1,1.0,1,1,1,1,1
8437,1995-07-31,1,1,1,1,1.0,1,1,1,1,1
8438,1995-08-01,1,1,1,1,1.0,1,1,1,1,1
8439,1995-08-02,1,1,1,1,1.0,1,1,1,1,1
8440,1995-08-03,1,1,1,1,1.0,1,1,1,1,1
8441,1995-08-04,1,1,1,1,1.0,1,1,1,1,1
8442,1995-08-07,1,1,1,1,1.0,1,1,1,1,1
8443,1995-08-08,1,1,1,1,1.0,1,1,1,1,1
8444,1995-08-09,1,1,1,1,1.0,1,1,1,1,1
8445,1995-08-10,1,1,1,1,1.0,1,1,1,1,1
8446,1995-08-11,1,1,1,1,1.0,1,1,1,1,1
8447,1995-08-14,1,1,1,1,1.0,1,1,1,1,1
8448,1995-08-15,1,1,1,1,1.0,1,1,1,1,1
8449,1995-08-16,1,1,1,1,1.0,1,1,1,1,1
8450,1995-08-17,1,1,1,1,1.0,1,1,1,1,1
8451,1995-08-18,0,1,1,1,1.0,1,1,1,0,1
8452,1995-08-21,0,1,1,1,0.0,1,1,1,0,1
8453,1995-08-22,0,1,1,1,0.0,1,1,1,0,1
8454,1995-08-23,0,1,1,1,0.0,1,1,1,0,1
8455,1995-08-24,0,0,1,1,1.0,1,1,1,0,1
8456,1995-08-25,0,0,1,1,0.0,1,1,1,0,1
8457,1995-08-28,0,0,1,1,0.0,1,1,1,0,1
8458,1995-08-29,0,0,1,1,0.0,1,1,1,0,1
8459,1995-08-30,0,0,1,1,0.0,1,0,1,0,1
8460,1995-08-31,0,0,1,1,0.0,1,0,1,0,1
8461,1995-09-01,0,0,1,1,0.0,1,0,1,0,1
8462,1995-09-05,0,0,0,1,0.0,1,0,0,0,1
8463,1995-09-06,0,0,0,1,0.0,1,0,0,0,1
8464,1995-09-07,0,0,0,1,0.0,1,0,0,0,1
8465,1995-09-08,0,0,0,0,0.0,1,0,0,0,1
8466,1995-09-11,0,0,0,0,0.0,1,0,0,0,1
8467,1995-09-12,0,0,0,0,0.0,1,0,0,0,1
8468,1995-09-13,0,0,0,0,0.0,1,0,0,0,1
8469,1995-09-14,0,0,0,0,0.0,1,0,0,0,1
8470,1995-09-15,0,0,0,0,0.0,1,0,0,0,1
8471,1995-09-18,0,0,0,0,0.0,1,0,0,0,1
8472,1995-09-19,0,0,0,0,0.0,1,0,0,0,1
8473,1995-09-20,0,0,0,0,0.0,1,0,0,0,1
8474,1995-09-21,0,0,0,0,0.0,1,0,0,0,1
8475,1995-09-22,0,0,0,0,0.0,1,0,0,0,1
8476,1995-09-25,0,0,0,0,0.0,1,0,0,0,1
8477,1995-09-26,0,0,0,0,0.0,1,0,0,0,1
8478,1995-09-27,0,0,0,0,0.0,1,0,0,0,1
8479,1995-09-28,0,0,0,0,0.0,1,0,0,0,1
8480,1995-09-29,0,0,0,0,0.0,1,0,0,0,1
8481,1995-10-02,0,0,0,0,0.0,-1,0,0,0,1
8482,1995-10-03,0,0,0,0,0.0,0,0,0,0,1
8483,1995-10-04,0,0,0,0,0.0,0,0,0,0,1
8484,1995-10-05,1,0,0,0,0.0,0,0,0,0,1
8485,1995-10-06,1,0,0,0,0.0,0,0,0,0,1
8486,1995-10-09,0,0,0,0,0.0,0,0,0,0,1
8487,1995-10-10,0,0,0,0,0.0,0,0,0,0,1
8488,1995-10-11,1,0,0,0,0.0,0,0,0,0,1
8489,1995-10-12,1,0,0,0,0.0,0,0,0,0,1
8490,1995-10-13,1,0,0,0,0.0,0,0,0,0,1
8491,1995-10-16,1,0,0,0,0.0,0,0,0,0,1
8492,1995-10-17,1,1,0,0,1.0,0,0,0,0,1
8493,1995-10-18,1,1,0,0,1.0,0,0,0,0,1
8494,1995-10-19,1,1,0,0,1.0,0,0,0,0,1
8495,1995-10-20,1,1,0,0,1.0,0,0,0,0,1
8496,1995-10-23,1,1,0,0,1.0,0,0,0,0,0
8497,1995-10-24,1,1,0,0,1.0,0,1,0,1,0
8498,1995-10-25,1,1,0,0,1.0,0,1,0,1,0
8499,1995-10-26,1,1,0,0,1.0,0,1,0,1,0
8500,1995-10-27,1,1,0,0,1.0,0,1,0,1,0
8501,1995-10-30,1,1,0,0,1.0,0,1,0,1,0
8502,1995-10-31,1,1,0,0,1.0,0,1,0,1,0
8503,1995-11-01,0,1,0,0,1.0,0,1,0,0,0
8504,1995-11-02,1,1,1,0,1.0,0,1,0,1,0
8505,1995-11-03,1,1,1,0,1.0,0,1,0,1,0
8506,1995-11-06,1,1,1,0,1.0,0,1,0,1,0
8507,1995-11-07,1,1,0,0,1.0,0,1,0,1,0
8508,1995-11-08,0,1,0,0,1.0,0,1,0,0,0
8509,1995-11-09,0,1,0,0,1.0,0,1,0,0,0
8510,1995-11-10,0,1,0,0,1.0,0,1,0,0,0
8511,1995-11-13,0,1,0,0,1.0,0,1,0,0,0
8512,1995-11-14,0,0,0,0,1.0,0,1,0,0,0
8513,1995-11-15,0,0,0,0,1.0,0,1,0,0,0
8514,1995-11-16,0,0,0,0,1.0,0,1,0,0,0
8515,1995-11-17,0,0,0,0,1.0,0,1,0,0,0
8516,1995-11-20,0,0,0,0,1.0,0,1,0,0,0
8517,1995-11-21,0,0,0,0,1.0,0,0,0,0,0
8518,1995-11-22,0,0,1,0,1.0,0,0,0,0,0
8519,1995-11-24,1,0,1,0,1.0,0,0,0,0,0
8520,1995-11-27,1,0,1,0,0.0,0,0,0,0,0
8521,1995-11-28,1,1,1,0,1.0,0,0,0,0,0
8522,1995-11-29,1,0,1,0,0.0,0,0,0,0,0
8523,1995-11-30,1,0,1,0,0.0,0,0,0,0,0
8524,1995-12-01,0,0,1,0,0.0,0,0,0,0,0
8525,1995-12-04,1,0,1,0,1.0,0,0,0,0,0
8526,1995-12-05,1,0,1,0,0.0,0,0,0,0,0
8527,1995-12-06,0,0,1,0,0.0,0,0,0,0,0
8528,1995-12-07,0,0,1,0,0.0,0,0,0,0,0
8529,1995-12-08,1,0,1,0,0.0,0,0,0,0,0
8530,1995-12-11,1,0,1,0,0.0,0,0,0,0,0
8531,1995-12-12,0,0,1,0,0.0,0,0,0,0,0
8532,1995-12-13,0,0,0,0,0.0,0,0,0,0,0
8533,1995-12-14,0,0,0,0,0.0,0,0,0,0,0
8534,1995-12-15,0,0,0,0,0.0,0,0,0,0,0
8535,1995-12-18,0,0,0,0,0.0,0,0,0,0,0
8536,1995-12-19,0,0,0,0,0.0,0,0,0,0,0
8537,1995-12-20,0,0,0,0,0.0,0,0,0,0,0
8538,1995-12-21,0,0,0,0,0.0,0,0,0,0,0
8539,1995-12-22,0,0,0,0,0.0,0,0,0,0,0
8540,1995-12-26,0,0,0,0,0.0,0,0,0,0,0
8541,1995-12-27,1,0,0,0,0.0,0,0,0,0,0
8542,1995-12-28,0,0,0,0,0.0,0,0,0,0,0
8543,1995-12-29,1,0,0,0,0.0,0,0,0,0,0
8544,1996-01-02,1,0,0,0,0.0,0,0,0,0,0
8545,1996-01-03,0,0,0,0,0.0,0,0,0,0,0
8546,1996-01-04,0,0,0,0,0.0,0,0,0,0,0
8547,1996-01-05,0,0,0,0,0.0,0,0,0,0,0
8548,1996-01-08,1,0,0,0,0.0,0,0,0,0,0
8549,1996-01-09,0,0,0,0,0.0,0,0,0,0,0
8550,1996-01-10,0,0,0,0,0.0,0,0,0,0,0
8551,1996-01-11,0,0,0,0,0.0,0,0,0,0,0
8552,1996-01-12,0,0,0,0,1.0,0,0,0,0,1
8553,1996-01-15,0,0,0,0,1.0,0,0,0,0,1
8554,1996-01-16,0,0,0,0,1.0,0,0,0,0,1
8555,1996-01-17,1,0,0,0,1.0,0,0,0,0,1
8556,1996-01-18,1,1,0,1,1.0,0,0,0,0,1
8557,1996-01-19,1,1,1,1,1.0,0,0,1,0,1
8558,1996-01-22,1,1,1,1,1.0,0,0,1,0,1
8559,1996-01-23,1,1,1,1,1.0,0,0,1,0,1
8560,1996-01-24,1,1,1,1,1.0,1,0,1,0,1
8561,1996-01-25,1,1,1,1,1.0,1,0,1,0,1
8562,1996-01-26,1,1,1,1,1.0,1,0,1,0,1
8563,1996-01-29,1,1,1,1,1.0,1,1,1,1,1
8564,1996-01-30,1,1,1,1,1.0,1,1,1,1,0
8565,1996-01-31,1,1,1,1,1.0,1,1,1,1,0
8566,1996-02-01,1,1,1,1,1.0,1,1,1,1,0
8567,1996-02-02,1,1,1,1,1.0,1,1,1,1,0
8568,1996-02-05,1,1,1,1,1.0,1,1,1,1,0
8569,1996-02-06,1,1,1,1,1.0,1,1,1,1,0
8570,1996-02-07,1,1,1,1,1.0,1,1,1,1,0
8571,1996-02-08,1,1,1,1,1.0,1,1,1,1,0
8572,1996-02-09,1,1,1,1,1.0,1,1,1,1,0
8573,1996-02-12,1,1,1,1,1.0,1,1,1,1,0
8574,1996-02-13,1,1,1,1,1.0,1,1,1,1,0
8575,1996-02-14,1,1,1,1,1.0,1,1,1,1,0
8576,1996-02-15,1,1,1,1,1.0,1,1,1,1,0
8577,1996-02-16,1,1,1,1,1.0,1,1,1,1,0
8578,1996-02-20,1,1,1,1,1.0,1,1,1,1,0
8579,1996-02-21,1,1,1,1,1.0,1,1,1,1,0
8580,1996-02-22,1,1,1,1,1.0,1,1,1,1,0
8581,1996-02-23,1,1,1,1,1.0,1,1,1,1,0
8582,1996-02-26,1,1,1,1,1.0,1,1,1,1,0
8583,1996-02-27,1,1,1,1,1.0,1,1,1,1,0
8584,1996-02-28,1,1,1,1,1.0,1,1,1,1,0
8585,1996-02-29,1,1,1,1,1.0,1,1,1,1,0
8586,1996-03-01,0,1,1,1,1.0,1,1,1,0,0
8587,1996-03-04,0,1,1,1,1.0,1,1,1,0,1
8588,1996-03-05,0,1,1,1,1.0,1,1,1,0,1
8589,1996-03-06,0,1,1,1,1.0,1,1,1,0,1
8590,1996-03-07,0,1,1,1,1.0,1,1,1,0,1
8591,1996-03-08,0,0,1,1,1.0,1,1,1,0,1
8592,1996-03-11,0,1,1,1,1.0,1,1,1,0,1
8593,1996-03-12,0,0,1,1,1.0,1,1,1,0,1
8594,1996-03-13,0,0,1,1,1.0,1,1,1,0,1
8595,1996-03-14,0,0,1,1,1.0,1,0,1,0,1
8596,1996-03-15,1,1,1,1,1.0,1,0,1,0,1
8597,1996-03-18,1,1,1,1,1.0,1,0,1,0,1
8598,1996-03-19,1,1,1,1,0.0,1,0,1,0,1
8599,1996-03-20,0,0,1,1,0.0,1,0,1,0,1
8600,1996-03-21,0,0,1,1,0.0,1,0,1,0,1
8601,1996-03-22,0,0,1,1,0.0,1,0,1,0,1
8602,1996-03-25,0,0,1,1,0.0,1,0,1,0,1
8603,1996-03-26,0,0,1,1,0.0,1,0,1,0,1
8604,1996-03-27,0,0,1,1,0.0,1,0,1,0,1
8605,1996-03-28,0,0,1,1,0.0,1,0,1,0,1
8606,1996-03-29,0,0,1,1,0.0,1,0,1,0,1
8607,1996-04-01,0,0,1,1,0.0,1,0,1,0,1
8608,1996-04-02,1,0,1,1,0.0,1,0,1,0,1
8609,1996-04-03,1,1,1,1,0.0,1,0,1,0,1
8610,1996-04-04,1,0,1,1,0.0,1,0,1,0,1
8611,1996-04-08,1,1,1,1,0.0,1,0,1,0,1
8612,1996-04-09,1,0,1,1,0.0,1,0,1,0,1
8613,1996-04-10,1,0,1,1,0.0,1,0,1,0,1
8614,1996-04-11,1,0,1,1,0.0,1,0,1,0,1
8615,1996-04-12,0,0,0,1,0.0,1,0,0,0,1
8616,1996-04-15,0,0,0,1,0.0,1,0,0,0,1
8617,1996-04-16,0,0,0,1,0.0,1,0,0,0,1
8618,1996-04-17,0,0,0,0,0.0,1,0,0,0,1
8619,1996-04-18,0,0,0,0,0.0,1,0,0,0,1
8620,1996-04-19,0,0,0,0,0.0,1,0,0,0,1
8621,1996-04-22,0,0,0,1,0.0,1,0,0,0,1
8622,1996-04-23,0,0,0,1,0.0,1,0,0,0,1
8623,1996-04-24,0,0,0,1,0.0,1,0,0,0,1
8624,1996-04-25,0,0,0,1,0.0,1,0,0,0,1
8625,1996-04-26,0,0,0,1,0.0,1,0,0,0,1
8626,1996-04-29,0,0,0,1,0.0,1,0,0,0,1
8627,1996-04-30,0,0,0,1,0.0,1,0,0,0,1
8628,1996-05-01,1,0,0,1,0.0,1,0,0,0,1
8629,1996-05-02,1,0,0,1,0.0,1,0,0,0,1
8630,1996-05-03,1,0,0,1,0.0,1,0,0,0,1
8631,1996-05-06,0,0,0,1,0.0,1,0,0,0,1
8632,1996-05-07,0,0,0,0,0.0,1,0,0,0,1
8633,1996-05-08,0,0,0,0,0.0,1,0,0,0,1
8634,1996-05-09,1,0,0,1,0.0,1,0,0,0,1
8635,1996-05-10,0,0,0,1,0.0,1,0,0,0,1
8636,1996-05-13,1,0,0,1,0.0,1,0,0,0,1
8637,1996-05-14,1,0,0,1,0.0,1,0,0,0,1
8638,1996-05-15,1,0,0,1,0.0,1,0,0,0,1
8639,1996-05-16,1,0,0,1,0.0,1,0,0,0,1
8640,1996-05-17,1,0,0,1,0.0,1,0,0,0,1
8641,1996-05-20,1,0,0,1,0.0,1,0,0,0,1
8642,1996-05-21,1,0,0,1,0.0,1,0,0,0,1
8643,1996-05-22,1,0,0,1,0.0,1,0,0,0,1
8644,1996-05-23,1,0,0,1,1.0,1,0,0,0,1
8645,1996-05-24,0,0,0,0,1.0,1,0,0,0,1
8646,1996-05-28,0,0,0,0,0.0,0,0,0,0,1
8647,1996-05-29,0,0,0,0,0.0,0,0,0,0,1
8648,1996-05-30,0,0,0,0,0.0,0,1,0,0,0
8649,1996-05-31,0,0,0,0,0.0,0,1,0,0,0
8650,1996-06-03,0,0,0,0,0.0,0,1,0,0,0
8651,1996-06-04,0,0,0,0,0.0,0,1,0,0,0
8652,1996-06-05,0,0,0,0,0.0,0,0,0,0,0
8653,1996-06-06,0,0,0,0,0.0,0,0,0,0,0
8654,1996-06-07,0,0,0,0,0.0,0,0,0,0,0
8655,1996-06-10,0,0,0,0,0.0,0,0,0,0,0
8656,1996-06-11,1,0,0,0,0.0,0,0,0,0,0
8657,1996-06-12,1,0,0,0,0.0,0,0,0,0,0
8658,1996-06-13,1,0,0,0,0.0,0,0,0,0,0
8659,1996-06-14,1,0,0,0,0.0,0,0,0,0,0
8660,1996-06-17,1,0,0,0,0.0,0,0,0,0,0
8661,1996-06-18,0,0,0,0,0.0,0,0,0,0,0
8662,1996-06-19,1,0,0,0,0.0,0,0,0,0,0
8663,1996-06-20,1,0,0,0,0.0,0,0,0,0,0
8664,1996-06-21,0,0,0,0,0.0,0,0,0,0,0
8665,1996-06-24,0,0,0,0,0.0,0,0,0,0,0
8666,1996-06-25,0,0,0,0,0.0,0,0,0,0,0
8667,1996-06-26,0,0,0,0,0.0,0,0,0,0,0
8668,1996-06-27,0,0,0,0,0.0,0,0,0,0,0
8669,1996-06-28,0,0,0,0,0.0,0,0,0,0,0
8670,1996-07-01,1,0,0,0,0.0,0,0,0,0,0
8671,1996-07-02,0,0,0,0,0.0,0,0,0,0,0
8672,1996-07-03,0,0,0,0,0.0,0,0,0,0,0
8673,1996-07-05,0,0,0,0,0.0,0,0,0,0,0
8674,1996-07-08,0,0,0,0,0.0,0,0,0,0,0
8675,1996-07-09,0,0,0,0,0.0,0,0,0,0,0
8676,1996-07-10,0,0,0,0,0.0,0,0,0,0,0
8677,1996-07-11,0,0,0,0,0.0,0,0,0,0,0
8678,1996-07-12,0,0,0,0,0.0,0,0,0,0,0
8679,1996-07-15,0,0,0,0,0.0,0,0,0,0,0
8680,1996-07-16,1,0,0,0,0.0,0,0,0,0,0
8681,1996-07-17,0,0,0,0,0.0,0,0,0,0,0
8682,1996-07-18,0,0,0,0,0.0,0,0,0,0,0
8683,1996-07-19,0,0,0,0,1.0,0,0,0,0,0
8684,1996-07-22,0,0,0,0,1.0,0,0,0,0,0
8685,1996-07-23,0,0,0,0,1.0,0,0,0,0,0
8686,1996-07-24,0,0,0,0,1.0,0,0,0,0,0
8687,1996-07-25,1,1,1,0,1.0,0,0,0,0,0
8688,1996-07-26,1,1,1,0,1.0,0,0,0,0,0
8689,1996-07-29,1,1,1,0,1.0,0,0,0,0,0
8690,1996-07-30,1,1,1,0,1.0,0,0,0,0,0
8691,1996-07-31,1,1,1,0,1.0,0,0,0,0,0
8692,1996-08-01,1,1,1,0,1.0,0,0,0,0,0
8693,1996-08-02,1,1,1,1,1.0,0,0,1,0,0
8694,1996-08-05,1,1,1,1,1.0,0,0,1,0,0
8695,1996-08-06,1,1,1,1,1.0,0,0,1,0,0
8696,1996-08-07,1,1,1,1,1.0,0,1,1,1,0
8697,1996-08-08,1,1,1,1,1.0,0,1,1,1,0
8698,1996-08-09,1,1,1,1,1.0,0,1,1,1,0
8699,1996-08-12,1,1,1,1,1.0,0,1,1,1,0
8700,1996-08-13,0,1,1,1,1.0,0,1,1,0,0
8701,1996-08-14,1,1,1,1,1.0,0,1,1,1,0
8702,1996-08-15,1,1,1,1,1.0,0,1,1,1,0
8703,1996-08-16,0,1,1,1,1.0,0,1,1,0,0
8704,1996-08-19,0,1,1,1,1.0,0,1,1,0,0
8705,1996-08-20,0,1,1,1,1.0,0,1,1,0,0
8706,1996-08-21,1,1,1,1,1.0,0,1,1,1,0
8707,1996-08-22,1,1,1,1,1.0,0,1,1,1,0
8708,1996-08-23,1,1,1,1,1.0,0,1,1,1,0
8709,1996-08-26,1,1,1,1,1.0,1,1,1,1,0
8710,1996-08-27,1,1,1,1,1.0,1,1,1,1,0
8711,1996-08-28,1,1,1,1,1.0,1,1,1,1,0
8712,1996-08-29,1,1,1,1,1.0,1,1,1,1,0
8713,1996-08-30,1,1,1,1,1.0,1,1,1,1,0
8714,1996-09-03,1,1,1,1,1.0,1,1,1,1,0
8715,1996-09-04,1,1,1,1,1.0,1,1,1,1,0
8716,1996-09-05,0,1,1,1,1.0,1,1,1,0,0
8717,1996-09-06,1,1,1,1,1.0,1,1,1,1,0
8718,1996-09-09,1,1,1,1,1.0,1,1,1,1,0
8719,1996-09-10,1,1,1,1,1.0,1,1,1,1,0
